Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,7985	162,59	150,11	0,02439	
0,02000	-0,7984	161,86	150,10	0,02435	
0,04000	-0,7985	160,79	150,10	0,02428	
0,06000	-0,7985	159,94	150,11	0,02418	
0,08000	-0,7985	160,76	150,11	0,02414	
0,1000	-0,7985	162,04	150,11	0,02422	
0,1200	-0,7985	162,65	150,11	0,02438	
0,1400	-0,7985	162,76	150,11	0,02447	
0,1600	-0,7985	162,77	150,11	0,02446	
0,1800	-0,7985	162,73	150,11	0,02438	
0,2000	-0,7985	162,08	150,11	0,02428	
0,2200	-0,7984	161,04	150,11	0,02431	
0,2400	-0,7985	160,29	150,12	0,02433	
0,2600	-0,7985	159,59	150,11	0,02436	
0,2800	-0,7985	159,74	150,11	0,02465	
0,3000	-0,7985	159,98	150,10	0,02546	
0,3200	-0,7985	159,73	150,10	0,02595	
0,3400	-0,7985	160,54	150,11	0,02598	
0,3600	-0,7985	160,70	150,11	0,02590	
0,3800	-0,7985	160,00	150,12	0,02584	
0,4000	-0,7985	159,51	150,11	0,02585	
0,4200	-0,7985	159,85	150,11	0,02592	
0,4400	-0,7985	160,12	150,11	0,02604	
0,4600	-0,7985	159,76	150,11	0,02603	
0,4800	-0,7985	159,64	150,11	0,02596	
0,5000	-0,7985	160,69	150,12	0,02587	
0,5200	-0,7985	161,04	150,11	0,02539	
0,5400	-0,7985	160,89	150,11	0,02468	
0,5600	-0,7985	160,21	150,11	0,02440	
0,5800	-0,7985	159,59	150,11	0,02441	
0,6000	-0,7985	159,44	150,11	0,02441	
0,6200	-0,7985	159,39	150,12	0,02438	
0,6400	-0,7985	159,43	150,12	0,02423	
0,6600	-0,7985	159,54	150,11	0,02416	
0,6800	-0,7985	159,59	150,11	0,02421	
0,7000	-0,7985	159,59	150,10	0,02435	
0,7200	-0,7985	159,56	150,11	0,02441	
0,7400	-0,7985	159,54	150,11	0,02440	
0,7600	-0,7985	159,51	150,11	0,02428	
0,7800	-0,7985	159,47	150,11	0,02421	
0,8000	-0,7985	159,45	150,11	0,02419	
0,8200	-0,7985	159,47	150,11	0,02423	
0,8400	-0,7985	159,44	150,11	0,02434	
0,8600	-0,7985	159,46	150,11	0,02440	
0,8800	-0,7985	159,46	150,11	0,02440	
0,9000	-0,7985	159,47	150,12	0,02434	
0,9200	-0,7985	159,43	150,11	0,02422	
0,9400	-0,7985	159,47	150,11	0,02419	
0,9600	-0,7985	159,53	150,10	0,02421	
0,9800	-0,7985	159,48	150,11	0,02431	
1,000	-0,7985	159,42	150,11	0,02439	
1,020	-0,7985	159,44	150,11	0,02445	
1,040	-0,7985	159,48	150,11	0,02446	
1,060	-0,7985	160,01	150,11	0,02435	
1,080	-0,7985	161,46	150,11	0,02423	
1,100	-0,7984	162,51	150,10	0,02422	
1,120	-0,7984	162,81	150,10	0,02432	
1,140	-0,7984	162,24	150,10	0,02438	
1,160	-0,7984	160,71	150,11	0,02438	
1,180	-0,7984	159,66	150,11	0,02437	
1,200	-0,7984	159,38	150,11	0,02440	
1,220	-0,7984	159,37	150,11	0,02434	
1,240	-0,7985	159,41	150,11	0,02421	
1,260	-0,7985	159,45	150,10	0,02416	
1,280	-0,7984	159,50	150,10	0,02426	
1,300	-0,7984	159,51	150,11	0,02441	
1,320	-0,7984	159,46	150,11	0,02451	
1,340	-0,7985	159,43	150,11	0,02444	
1,360	-0,7985	159,40	150,11	0,02431	
1,380	-0,7985	159,41	150,11	0,02423	
1,400	-0,7985	159,44	150,10	0,02421	
1,420	-0,7984	159,39	150,11	0,02428	
1,440	-0,7984	159,38	150,11	0,02436	
1,460	-0,7984	159,36	150,12	0,02443	
1,480	-0,7985	159,31	150,11	0,02444	
1,500	-0,7985	159,33	150,11	0,02435	
1,520	-0,7985	159,33	150,11	0,02421	
1,540	-0,7985	159,34	150,11	0,02422	
1,560	-0,7985	159,40	150,11	0,02429	
1,580	-0,7985	159,41	150,11	0,02435	
1,600	-0,7985	159,36	150,12	0,02436	
1,620	-0,7985	159,30	150,11	0,02439	
1,640	-0,7985	159,82	150,11	0,02437	
1,660	-0,7985	161,20	150,10	0,02424	
1,680	-0,7985	161,05	150,11	0,02416	
1,700	-0,7985	159,97	150,11	0,02421	
1,720	-0,7985	160,04	150,12	0,02434	
1,740	-0,7985	161,45	150,12	0,02444	
1,760	-0,7985	161,29	150,11	0,02440	
1,780	-0,7985	160,06	150,11	0,02434	
1,800	-0,7985	159,37	150,11	0,02430	
1,820	-0,7985	159,24	150,11	0,02420	
1,840	-0,7985	159,31	150,12	0,02416	
1,860	-0,7985	159,95	150,12	0,02424	
1,880	-0,7985	161,39	150,11	0,02435	
1,900	-0,7985	162,40	150,11	0,02436	
1,920	-0,7985	162,68	150,11	0,02430	
1,940	-0,7985	162,70	150,11	0,02420	
1,960	-0,7985	162,70	150,12	0,02413	
1,980	-0,7985	162,23	150,11	0,02415	
2,000	-0,7985	161,35	150,11	0,02425	
2,020	-0,7985	160,22	150,11	0,02436	
2,040	-0,7985	159,52	150,11	0,02444	
2,060	-0,7985	159,36	150,12	0,02447	
2,080	-0,7985	159,39	150,12	0,02434	
2,100	-0,7985	159,39	150,11	0,02417	
2,120	-0,7985	159,35	150,11	0,02409	
2,140	-0,7985	159,35	150,11	0,02414	
2,160	-0,7985	159,40	150,11	0,02431	
2,180	-0,7985	159,43	150,12	0,02441	
2,200	-0,7985	159,37	150,12	0,02442	
2,220	-0,7985	159,33	150,11	0,02436	
2,240	-0,7985	159,31	150,11	0,02429	
2,260	-0,7985	159,32	150,11	0,02418	
2,280	-0,7985	159,82	150,11	0,02414	
2,300	-0,7985	160,73	150,11	0,02423	
2,320	-0,7985	161,84	150,12	0,02432	
2,340	-0,7985	162,58	150,11	0,02441	
2,360	-0,7985	162,22	150,11	0,02441	
2,380	-0,7985	161,20	150,11	0,02434	
2,400	-0,7985	160,48	150,11	0,02428	
2,420	-0,7985	159,82	150,12	0,02426	
2,440	-0,7985	159,53	150,12	0,02432	
2,460	-0,7985	160,05	150,11	0,02443	
2,480	-0,7985	161,07	150,11	0,02449	
2,500	-0,7985	161,72	150,11	0,02444	
2,520	-0,7985	162,20	150,11	0,02431	
2,540	-0,7985	161,46	150,12	0,02425	
2,560	-0,7985	160,72	150,12	0,02425	
2,580	-0,7985	160,01	150,11	0,02426	
2,600	-0,7985	159,59	150,11	0,02433	
2,620	-0,7985	159,51	150,11	0,02439	
2,640	-0,7985	159,49	150,11	0,02440	
2,660	-0,7985	159,47	150,12	0,02434	
2,680	-0,7985	159,48	150,11	0,02423	
2,700	-0,7985	159,51	150,11	0,02414	
2,720	-0,7985	159,47	150,11	0,02416	
2,740	-0,7985	159,41	150,11	0,02427	
2,760	-0,7985	159,41	150,12	0,02444	
2,780	-0,7985	159,43	150,12	0,02452	
2,800	-0,7985	159,47	150,11	0,02443	
2,820	-0,7985	159,44	150,11	0,02423	
2,840	-0,7985	159,36	150,11	0,02416	
2,860	-0,7985	159,30	150,11	0,02419	
2,880	-0,7985	159,30	150,12	0,02434	
2,900	-0,7985	159,31	150,12	0,02441	
2,920	-0,7985	159,29	150,11	0,02444	
2,940	-0,7985	159,30	150,11	0,02437	
2,960	-0,7985	159,34	150,11	0,02425	
2,980	-0,7985	159,36	150,11	0,02417	
3,000	-0,7985	160,00	150,12	0,02416	
3,020	-0,7985	161,50	150,12	0,02421	
3,040	-0,7985	162,54	150,11	0,02428	
3,060	-0,7985	162,79	150,11	0,02439	
3,080	-0,7985	162,71	150,11	0,02445	
3,100	-0,7985	162,66	150,12	0,02438	
3,120	-0,7985	162,63	150,12	0,02427	
3,140	-0,7985	162,63	150,12	0,02423	
3,160	-0,7985	162,68	150,11	0,02428	
3,180	-0,7985	162,55	150,11	0,02431	
3,200	-0,7985	161,44	150,11	0,02439	
3,220	-0,7985	160,66	150,11	0,02443	
3,240	-0,7985	159,99	150,12	0,02437	
3,260	-0,7985	159,51	150,12	0,02423	
3,280	-0,7985	159,33	150,11	0,02409	
3,300	-0,7985	159,35	150,11	0,02411	
3,320	-0,7985	159,33	150,11	0,02424	
3,340	-0,7985	159,33	150,12	0,02439	
3,360	-0,7985	159,32	150,12	0,02443	
3,380	-0,7985	159,30	150,11	0,02447	
3,400	-0,7985	159,32	150,11	0,02438	
3,420	-0,7985	159,37	150,10	0,02425	
3,440	-0,7985	159,32	150,11	0,02429	
3,460	-0,7985	159,31	150,12	0,02435	
3,480	-0,7985	159,34	150,12	0,02440	
3,500	-0,7985	159,36	150,11	0,02438	
3,520	-0,7985	159,36	150,11	0,02436	
3,540	-0,7985	159,36	150,11	0,02431	
3,560	-0,7985	159,37	150,11	0,02423	
3,580	-0,7985	159,34	150,11	0,02418	
3,600	-0,7985	159,35	150,12	0,02421	
3,620	-0,7985	159,32	150,11	0,02429	
3,640	-0,7985	159,27	150,11	0,02442	
3,660	-0,7985	159,26	150,11	0,02448	
3,680	-0,7985	159,26	150,11	0,02442	
3,700	-0,7985	159,30	150,11	0,02429	
3,720	-0,7985	159,31	150,12	0,02422	
3,740	-0,7985	159,27	150,11	0,02419	
3,760	-0,7985	159,26	150,11	0,02425	
3,780	-0,7985	159,30	150,11	0,02432	
3,800	-0,7985	159,39	150,11	0,02439	
3,820	-0,7985	159,45	150,11	0,02441	
3,840	-0,7985	159,45	150,12	0,02431	
3,860	-0,7985	159,45	150,11	0,02419	
3,880	-0,7985	159,41	150,11	0,02412	
3,900	-0,7985	159,35	150,10	0,02421	
3,920	-0,7985	159,29	150,10	0,02438	
3,940	-0,7985	159,36	150,11	0,02446	
3,960	-0,7985	159,38	150,11	0,02442	
3,980	-0,7985	159,40	150,12	0,02440	
4,000	-0,7985	159,44	150,12	0,02431	
4,020	-0,7985	159,63	150,11	0,02419	
4,040	-0,7985	160,72	150,11	0,02416	
4,060	-0,7985	160,96	150,11	0,02425	
4,080	-0,7985	160,13	150,11	0,02439	
4,100	-0,7985	159,59	150,11	0,02441	
4,120	-0,7985	159,45	150,12	0,02437	
4,140	-0,7985	159,94	150,11	0,02432	
4,160	-0,7985	161,36	150,11	0,02424	
4,180	-0,7985	162,39	150,10	0,02422	
4,200	-0,7985	162,64	150,11	0,02422	
4,220	-0,7985	162,62	150,12	0,02430	
4,240	-0,7985	162,67	150,12	0,02437	
4,260	-0,7985	162,75	150,11	0,02439	
4,280	-0,7985	162,80	150,11	0,02430	
4,300	-0,7985	162,25	150,11	0,02425	
4,320	-0,7985	160,78	150,11	0,02425	
4,340	-0,7985	159,80	150,11	0,02423	
4,360	-0,7985	159,49	150,12	0,02428	
4,380	-0,7985	159,45	150,11	0,02439	
4,400	-0,7985	159,49	150,11	0,02443	
4,420	-0,7985	159,50	150,11	0,02437	
4,440	-0,7985	159,43	150,11	0,02428	
4,460	-0,7985	159,30	150,12	0,02419	
4,480	-0,7985	159,26	150,12	0,02422	
4,500	-0,7985	159,29	150,11	0,02428	
4,520	-0,7985	159,36	150,11	0,02446	
4,540	-0,7985	159,37	150,11	0,02454	
4,560	-0,7985	159,34	150,11	0,02446	
4,580	-0,7985	159,31	150,11	0,02424	
4,600	-0,7985	159,26	150,12	0,02410	
4,620	-0,7985	159,36	150,11	0,02417	
4,640	-0,7985	159,99	150,11	0,02435	
4,660	-0,7985	160,97	150,11	0,02444	
4,680	-0,7985	160,46	150,11	0,02438	
4,700	-0,7985	159,69	150,11	0,02432	
4,720	-0,7985	159,40	150,12	0,02427	
4,740	-0,7985	159,35	150,12	0,02418	
4,760	-0,7985	159,80	150,11	0,02417	
4,780	-0,7985	160,19	150,11	0,02423	
4,800	-0,7985	159,84	150,11	0,02438	
4,820	-0,7985	159,88	150,11	0,02442	
4,840	-0,7985	160,22	150,11	0,02441	
4,860	-0,7985	160,48	150,11	0,02440	
4,880	-0,7985	160,59	150,11	0,02427	
4,900	-0,7985	161,05	150,11	0,02416	
4,920	-0,7985	160,40	150,11	0,02422	
4,940	-0,7985	159,54	150,11	0,02432	
4,960	-0,7985	159,24	150,12	0,02440	
4,980	-0,7985	159,34	150,12	0,02438	
5,000	-0,7985	159,46	150,11	0,02428	
5,020	-0,7985	159,49	150,11	0,02421	
5,040	-0,7985	159,48	150,11	0,02428	
5,060	-0,7985	159,44	150,11	0,02438	
5,080	-0,7985	159,58	150,12	0,02444	
5,100	-0,7985	160,72	150,12	0,02446	
5,120	-0,7985	162,03	150,11	0,02440	
5,140	-0,7985	162,47	150,11	0,02432	
5,160	-0,7985	161,42	150,11	0,02425	
5,180	-0,7985	160,05	150,11	0,02420	
5,200	-0,7985	159,49	150,12	0,02418	
5,220	-0,7985	159,34	150,12	0,02431	
5,240	-0,7985	159,27	150,11	0,02446	
5,260	-0,7985	159,28	150,11	0,02453	
5,280	-0,7985	159,29	150,11	0,02444	
5,300	-0,7985	159,33	150,12	0,02434	
5,320	-0,7985	159,48	150,12	0,02425	
5,340	-0,7985	160,56	150,11	0,02418	
5,360	-0,7985	160,91	150,11	0,02424	
5,380	-0,7985	161,26	150,11	0,02434	
5,400	-0,7985	162,13	150,11	0,02446	
5,420	-0,7985	162,61	150,12	0,02447	
5,440	-0,7985	162,74	150,12	0,02436	
5,460	-0,7985	162,73	150,11	0,02425	
5,480	-0,7985	162,69	150,11	0,02421	
5,500	-0,7985	162,10	150,11	0,02426	
5,520	-0,7985	160,53	150,11	0,02438	
5,540	-0,7985	159,55	150,12	0,02445	
5,560	-0,7985	160,44	150,12	0,02449	
5,580	-0,7985	161,38	150,11	0,02444	
5,600	-0,7985	160,58	150,11	0,02427	
5,620	-0,7985	159,64	150,11	0,02415	
5,640	-0,7985	159,33	150,12	0,02412	
5,660	-0,7985	159,30	150,12	0,02418	
5,680	-0,7985	159,31	150,11	0,02433	
5,700	-0,7985	159,39	150,11	0,02441	
5,720	-0,7985	160,52	150,11	0,02435	
5,740	-0,7985	161,88	150,11	0,02425	
5,760	-0,7985	161,50	150,12	0,02415	
5,780	-0,7985	161,32	150,12	0,02420	
5,800	-0,7985	162,08	150,11	0,02434	
5,820	-0,7985	162,62	150,11	0,02442	
5,840	-0,7985	162,72	150,11	0,02447	
5,860	-0,7985	162,67	150,11	0,02447	
5,880	-0,7985	162,63	150,11	0,02436	
5,900	-0,7985	162,53	150,12	0,02420	
5,920	-0,7985	161,43	150,12	0,02416	
5,940	-0,7985	160,41	150,11	0,02426	
5,960	-0,7985	160,49	150,11	0,02443	
5,980	-0,7985	160,79	150,12	0,02450	
6,000	-0,7985	160,55	150,12	0,02445	
6,020	-0,7984	159,84	150,12	0,02433	
6,040	-0,7985	159,42	150,11	0,02417	
6,060	-0,7985	159,34	150,11	0,02408	
6,080	-0,7985	159,37	150,11	0,02414	
6,100	-0,7985	159,95	150,12	0,02428	
6,120	-0,7985	160,93	150,12	0,02442	
6,140	-0,7985	160,41	150,11	0,02444	
6,160	-0,7985	159,59	150,11	0,02434	
6,180	-0,7985	159,24	150,11	0,02417	
6,200	-0,7985	159,12	150,12	0,02408	
6,220	-0,7985	159,15	150,12	0,02411	
6,240	-0,7985	159,17	150,12	0,02419	
6,260	-0,7985	159,18	150,11	0,02429	
6,280	-0,7985	159,30	150,11	0,02436	
6,300	-0,7984	159,85	150,11	0,02437	
6,320	-0,7985	161,28	150,11	0,02430	
6,340	-0,7985	162,32	150,12	0,02420	
6,360	-0,7985	162,65	150,11	0,02412	
6,380	-0,7985	162,74	150,11	0,02414	
6,400	-0,7985	162,74	150,11	0,02424	
6,420	-0,7985	162,66	150,11	0,02436	
6,440	-0,7985	162,56	150,11	0,02444	
6,460	-0,7985	162,50	150,12	0,02443	
6,480	-0,7985	162,50	150,12	0,02427	
6,500	-0,7985	162,58	150,11	0,02415	
6,520	-0,7985	162,70	150,11	0,02418	
6,540	-0,7985	162,26	150,11	0,02430	
6,560	-0,7985	160,74	150,12	0,02438	
6,580	-0,7985	159,61	150,12	0,02440	
6,600	-0,7985	159,29	150,11	0,02438	
6,620	-0,7985	159,27	150,11	0,02437	
6,640	-0,7985	159,28	150,11	0,02430	
6,660	-0,7985	159,26	150,11	0,02422	
6,680	-0,7985	159,25	150,11	0,02431	
6,700	-0,7985	159,27	150,12	0,02440	
6,720	-0,7985	159,32	150,11	0,02438	
6,740	-0,7985	159,36	150,11	0,02433	
6,760	-0,7985	159,37	150,11	0,02427	
6,780	-0,7985	159,37	150,11	0,02416	
6,800	-0,7985	159,36	150,12	0,02413	
6,820	-0,7985	159,47	150,12	0,02422	
6,840	-0,7985	160,11	150,11	0,02436	
6,860	-0,7985	160,03	150,11	0,02442	
6,880	-0,7985	159,61	150,11	0,02441	
6,900	-0,7985	159,40	150,11	0,02435	
6,920	-0,7985	159,37	150,12	0,02429	
6,940	-0,7985	159,35	150,12	0,02424	
6,960	-0,7985	159,29	150,11	0,02426	
6,980	-0,7985	159,29	150,11	0,02436	
7,000	-0,7985	159,33	150,11	0,02449	
7,020	-0,7985	159,85	150,11	0,02447	
7,040	-0,7985	161,30	150,12	0,02437	
7,060	-0,7985	162,22	150,12	0,02427	
7,080	-0,7985	161,38	150,11	0,02421	
7,100	-0,7985	159,98	150,11	0,02424	
7,120	-0,7985	159,33	150,11	0,02434	
7,140	-0,7985	159,21	150,12	0,02440	
7,160	-0,7985	159,23	150,12	0,02444	
7,180	-0,7985	159,31	150,11	0,02449	
7,200	-0,7985	159,29	150,11	0,02442	
7,220	-0,7985	159,23	150,11	0,02422	
7,240	-0,7985	159,19	150,11	0,02423	
7,260	-0,7985	159,18	150,11	0,02429	
7,280	-0,7985	159,26	150,12	0,02440	
7,300	-0,7985	159,45	150,11	0,02449	
7,320	-0,7985	160,14	150,11	0,02445	
7,340	-0,7985	160,15	150,11	0,02438	
7,360	-0,7985	160,69	150,11	0,02429	
7,380	-0,7985	160,69	150,12	0,02423	
7,400	-0,7985	159,91	150,12	0,02429	
7,420	-0,7985	159,43	150,12	0,02441	
7,440	-0,7985	159,35	150,11	0,02447	
7,460	-0,7985	159,41	150,11	0,02450	
7,480	-0,7985	159,45	150,11	0,02445	
7,500	-0,7985	159,41	150,12	0,02432	
7,520	-0,7985	159,37	150,12	0,02426	
7,540	-0,7985	159,36	150,11	0,02424	
7,560	-0,7985	159,38	150,11	0,02429	
7,580	-0,7985	159,43	150,11	0,02432	
7,600	-0,7985	159,47	150,11	0,02437	
7,620	-0,7985	159,53	150,12	0,02446	
7,640	-0,7985	159,56	150,11	0,02438	
7,660	-0,7985	159,53	150,11	0,02423	
7,680	-0,7985	159,53	150,11	0,02413	
7,700	-0,7985	159,51	150,11	0,02419	
7,720	-0,7985	159,47	150,12	0,02432	
7,740	-0,7985	159,38	150,12	0,02439	
7,760	-0,7985	159,34	150,12	0,02438	
7,780	-0,7985	159,40	150,11	0,02436	
7,800	-0,7985	159,97	150,11	0,02426	
7,820	-0,7985	161,49	150,11	0,02415	
7,840	-0,7985	162,54	150,11	0,02415	
7,860	-0,7985	162,84	150,11	0,02428	
7,880	-0,7985	162,30	150,11	0,02440	
7,900	-0,7985	160,74	150,11	0,02443	
7,920	-0,7985	159,71	150,11	0,02438	
7,940	-0,7985	159,58	150,11	0,02428	
7,960	-0,7990	161,52	150,22	0,02374	
7,980	-0,7983	136,78	150,08	0,02277	
8,000	-0,7981	93,20	150,05	0,02262	
8,020	-0,7983	51,09	150,08	0,02295	
8,040	-0,7981	14,77	150,10	0,02319	
8,060	-0,7953	-12,69	150,11	0,02333	
8,080	-0,7900	-12,13	150,11	0,02338	
8,100	-0,7846	17,53	150,11	0,02330	
8,120	-0,7804	54,10	150,12	0,02326	
8,140	-0,7774	88,51	150,12	0,02332	
8,160	-0,7753	116,20	150,11	0,02343	
8,180	-0,7741	135,65	150,11	0,02355	
