Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,4995	152,28	150,10	-0,01997	
0,02000	-0,4995	152,23	150,11	-0,02002	
0,04000	-0,4995	152,22	150,11	-0,02003	
0,06000	-0,4995	152,24	150,10	-0,01997	
0,08000	-0,4995	152,24	150,10	-0,01988	
0,1000	-0,4995	152,25	150,10	-0,01981	
0,1200	-0,4995	152,30	150,10	-0,01980	
0,1400	-0,4995	152,35	150,09	-0,01984	
0,1600	-0,4995	152,42	150,09	-0,01990	
0,1800	-0,4995	152,45	150,09	-0,01995	
0,2000	-0,4995	152,41	150,09	-0,01998	
0,2200	-0,4995	152,34	150,10	-0,01993	
0,2400	-0,4995	152,29	150,10	-0,01985	
0,2600	-0,4995	152,96	150,10	-0,01978	
0,2800	-0,4995	154,49	150,11	-0,01967	
0,3000	-0,4995	155,48	150,11	-0,01962	
0,3200	-0,4995	155,70	150,10	-0,01974	
0,3400	-0,4995	155,02	150,10	-0,01991	
0,3600	-0,4995	153,55	150,10	-0,01995	
0,3800	-0,4995	152,64	150,10	-0,01989	
0,4000	-0,4995	152,38	150,09	-0,01982	
0,4200	-0,4995	152,30	150,09	-0,01977	
0,4400	-0,4995	152,31	150,09	-0,01980	
0,4600	-0,4995	153,05	150,09	-0,01989	
0,4800	-0,4995	154,63	150,10	-0,01996	
0,5000	-0,4995	155,60	150,10	-0,01997	
0,5200	-0,4995	155,80	150,11	-0,01998	
0,5400	-0,4995	155,72	150,11	-0,01994	
0,5600	-0,4995	154,95	150,11	-0,01982	
0,5800	-0,4995	153,47	150,10	-0,01972	
0,6000	-0,4995	152,61	150,10	-0,01971	
0,6200	-0,4995	152,39	150,10	-0,01982	
0,6400	-0,4995	152,88	150,10	-0,01995	
0,6600	-0,4995	153,05	150,10	-0,02008	
0,6800	-0,4995	152,62	150,10	-0,02005	
0,7000	-0,4995	152,36	150,10	-0,01989	
0,7200	-0,4995	152,30	150,10	-0,01980	
0,7400	-0,4995	152,27	150,10	-0,01978	
0,7600	-0,4995	152,30	150,10	-0,01978	
0,7800	-0,4995	152,29	150,10	-0,01978	
0,8000	-0,4995	152,27	150,11	-0,01982	
0,8200	-0,4995	152,31	150,10	-0,01989	
0,8400	-0,4995	152,36	150,10	-0,01993	
0,8600	-0,4995	152,35	150,10	-0,01993	
0,8800	-0,4995	152,32	150,09	-0,01986	
0,9000	-0,4995	152,30	150,10	-0,01978	
0,9200	-0,4995	152,27	150,10	-0,01973	
0,9400	-0,4995	152,26	150,10	-0,01974	
0,9600	-0,4995	152,26	150,10	-0,01980	
0,9800	-0,4995	152,26	150,10	-0,01992	
1,000	-0,4995	152,25	150,10	-0,02001	
1,020	-0,4995	152,29	150,10	-0,02002	
1,040	-0,4995	152,26	150,11	-0,01995	
1,060	-0,4995	152,27	150,11	-0,01982	
1,080	-0,4995	152,31	150,11	-0,01974	
1,100	-0,4995	152,25	150,10	-0,01971	
1,120	-0,4995	152,27	150,10	-0,01982	
1,140	-0,4995	152,30	150,10	-0,01995	
1,160	-0,4995	152,29	150,10	-0,02000	
1,180	-0,4995	152,38	150,10	-0,02000	
1,200	-0,4995	153,06	150,10	-0,01994	
1,220	-0,4995	154,06	150,10	-0,01983	
1,240	-0,4995	154,55	150,10	-0,01970	
1,260	-0,4995	153,85	150,10	-0,01967	
1,280	-0,4995	152,77	150,11	-0,01975	
1,300	-0,4995	152,36	150,11	-0,01991	
1,320	-0,4995	152,34	150,10	-0,02001	
1,340	-0,4995	152,38	150,10	-0,02003	
1,360	-0,4995	152,35	150,10	-0,01996	
1,380	-0,4995	152,23	150,10	-0,01985	
1,400	-0,4995	152,18	150,10	-0,01979	
1,420	-0,4995	152,21	150,10	-0,01971	
1,440	-0,4995	152,23	150,10	-0,01973	
1,460	-0,4995	152,22	150,10	-0,01986	
1,480	-0,4995	152,23	150,10	-0,01995	
1,500	-0,4995	152,21	150,10	-0,01997	
1,520	-0,4995	152,21	150,11	-0,01991	
1,540	-0,4995	152,25	150,11	-0,01983	
1,560	-0,4995	152,29	150,10	-0,01980	
1,580	-0,4995	152,32	150,10	-0,01980	
1,600	-0,4995	152,34	150,10	-0,01985	
1,620	-0,4995	152,28	150,10	-0,02000	
1,640	-0,4995	152,30	150,10	-0,02009	
1,660	-0,4995	152,39	150,10	-0,02009	
1,680	-0,4995	152,43	150,10	-0,02003	
1,700	-0,4995	152,44	150,10	-0,01995	
1,720	-0,4995	152,43	150,10	-0,01985	
1,740	-0,4995	152,44	150,10	-0,01973	
1,760	-0,4995	152,41	150,11	-0,01977	
1,780	-0,4995	152,41	150,11	-0,01991	
1,800	-0,4995	152,46	150,11	-0,02000	
1,820	-0,4995	152,47	150,10	-0,02007	
1,840	-0,4995	152,48	150,10	-0,02010	
1,860	-0,4995	152,52	150,10	-0,02004	
1,880	-0,4995	152,47	150,10	-0,01992	
1,900	-0,4995	152,41	150,10	-0,01983	
1,920	-0,4995	152,39	150,10	-0,01981	
1,940	-0,4995	152,39	150,10	-0,01988	
1,960	-0,4995	152,37	150,11	-0,01996	
1,980	-0,4995	152,33	150,11	-0,02002	
2,000	-0,4995	152,31	150,11	-0,01999	
2,020	-0,4995	152,34	150,10	-0,01991	
2,040	-0,4995	152,36	150,10	-0,01981	
2,060	-0,4995	152,36	150,10	-0,01977	
2,080	-0,4995	152,36	150,10	-0,01975	
2,100	-0,4995	152,31	150,10	-0,01980	
2,120	-0,4995	152,26	150,10	-0,01993	
2,140	-0,4995	152,29	150,10	-0,02001	
2,160	-0,4995	152,32	150,11	-0,02004	
2,180	-0,4995	152,35	150,11	-0,01993	
2,200	-0,4995	152,35	150,11	-0,01977	
2,220	-0,4995	152,32	150,10	-0,01970	
2,240	-0,4995	152,34	150,10	-0,01968	
2,260	-0,4995	152,40	150,10	-0,01974	
2,280	-0,4995	152,43	150,10	-0,01992	
2,300	-0,4995	152,40	150,10	-0,01999	
2,320	-0,4995	152,34	150,10	-0,02001	
2,340	-0,4995	152,31	150,10	-0,02000	
2,360	-0,4995	152,29	150,10	-0,01993	
2,380	-0,4995	152,33	150,11	-0,01979	
2,400	-0,4995	152,32	150,11	-0,01977	
2,420	-0,4995	152,31	150,11	-0,01991	
2,440	-0,4995	152,30	150,11	-0,02004	
2,460	-0,4995	152,24	150,10	-0,02004	
2,480	-0,4995	152,22	150,10	-0,02002	
2,500	-0,4995	152,29	150,10	-0,02000	
2,520	-0,4995	152,30	150,10	-0,01988	
2,540	-0,4995	152,29	150,10	-0,01976	
2,560	-0,4995	152,35	150,11	-0,01975	
2,580	-0,4995	152,34	150,11	-0,01976	
