Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,00342	153,80	150,06	0,00332	
0,02000	-0,00341	153,86	150,06	0,00323	
0,04000	-0,00340	153,90	150,06	0,00319	
0,06000	-0,00342	153,86	150,06	0,00328	
0,08000	-0,00344	153,81	150,06	0,00340	
0,1000	-0,00345	153,83	150,06	0,00347	
0,1200	-0,00346	153,88	150,06	0,00349	
0,1400	-0,00346	153,92	150,05	0,00339	
0,1600	-0,00344	153,90	150,06	0,00325	
0,1800	-0,00343	153,88	150,06	0,00311	
0,2000	-0,00343	153,91	150,06	0,00315	
0,2200	-0,00343	153,97	150,05	0,00329	
0,2400	-0,00343	154,00	150,06	0,00344	
0,2600	-0,00343	153,99	150,06	0,00351	
0,2800	-0,00344	153,96	150,06	0,00345	
0,3000	-0,00345	153,92	150,06	0,00331	
0,3200	-0,00344	153,90	150,06	0,00322	
0,3400	-0,00344	153,87	150,06	0,00318	
0,3600	-0,00344	153,86	150,06	0,00324	
0,3800	-0,00344	153,87	150,06	0,00335	
0,4000	-0,00342	153,91	150,06	0,00343	
0,4200	-0,00341	153,94	150,06	0,00348	
0,4400	-0,00342	153,92	150,06	0,00344	
0,4600	-0,00341	153,93	150,06	0,00339	
0,4800	-0,00342	153,94	150,06	0,00329	
0,5000	-0,00341	153,97	150,06	0,00322	
0,5200	-0,00341	153,96	150,06	0,00334	
0,5400	-0,00343	153,91	150,06	0,00353	
0,5600	-0,00343	153,86	150,06	0,00359	
0,5800	-0,00342	153,86	150,06	0,00355	
0,6000	-0,00342	153,88	150,06	0,00347	
0,6200	-0,00341	153,92	150,06	0,00335	
0,6400	-0,00342	153,94	150,06	0,00319	
0,6600	-0,00343	153,95	150,06	0,00317	
0,6800	-0,00343	153,95	150,06	0,00325	
0,7000	-0,00343	153,95	150,06	0,00335	
0,7200	-0,00344	153,94	150,06	0,00342	
0,7400	-0,00344	153,89	150,06	0,00338	
0,7600	-0,00344	153,89	150,06	0,00333	
0,7800	-0,00344	153,91	150,06	0,00330	
0,8000	-0,00342	153,87	150,06	0,00325	
0,8200	-0,00341	153,82	150,06	0,00324	
0,8400	-0,00343	153,83	150,06	0,00334	
0,8600	-0,00343	153,76	150,06	0,00338	
0,8800	-0,00343	153,72	150,06	0,00340	
0,9000	-0,00344	153,76	150,06	0,00344	
0,9200	-0,00344	153,82	150,06	0,00340	
0,9400	-0,00343	153,81	150,06	0,00328	
0,9600	-0,00342	153,78	150,06	0,00323	
0,9800	-0,00343	153,72	150,06	0,00325	
1,000	-0,00342	153,73	150,06	0,00340	
1,020	-0,00343	153,71	150,06	0,00352	
1,040	-0,00344	153,70	150,06	0,00354	
1,060	-0,00343	153,74	150,06	0,00351	
1,080	-0,00340	153,82	150,06	0,00338	
1,100	-0,00341	153,89	150,06	0,00320	
1,120	-0,00343	153,87	150,06	0,00318	
1,140	-0,00343	153,89	150,06	0,00326	
1,160	-0,00342	153,96	150,06	0,00328	
1,180	-0,00342	153,93	150,06	0,00333	
1,200	-0,00342	153,84	150,06	0,00343	
1,220	-0,00341	153,78	150,06	0,00338	
1,240	-0,00341	153,85	150,06	0,00324	
1,260	-0,00341	153,97	150,06	0,00316	
1,280	-0,00341	153,98	150,06	0,00317	
1,300	-0,00343	153,89	150,06	0,00324	
1,320	-0,00343	153,85	150,06	0,00340	
1,340	-0,00344	153,86	150,06	0,00350	
1,360	-0,00344	153,90	150,06	0,00349	
1,380	-0,00345	153,91	150,06	0,00339	
1,400	-0,00345	153,94	150,06	0,00329	
1,420	-0,00344	153,95	150,06	0,00327	
1,440	-0,00345	153,92	150,06	0,00326	
1,460	-0,00345	153,90	150,06	0,00331	
1,480	-0,00345	153,95	150,06	0,00335	
1,500	-0,00345	153,91	150,06	0,00338	
1,520	-0,00345	153,86	150,05	0,00341	
1,540	-0,00345	153,87	150,05	0,00333	
1,560	-0,00345	153,86	150,06	0,00325	
1,580	-0,00345	153,85	150,06	0,00319	
1,600	-0,00346	153,91	150,05	0,00315	
1,620	-0,00346	153,94	150,06	0,00322	
1,640	-0,00345	153,90	150,06	0,00335	
1,660	-0,00344	153,84	150,06	0,00346	
1,680	-0,00345	153,82	150,06	0,00348	
1,700	-0,00347	153,84	150,06	0,00340	
1,720	-0,00347	153,89	150,06	0,00325	
1,740	-0,00346	153,89	150,06	0,00312	
1,760	-0,00343	153,86	150,06	0,00316	
1,780	-0,00342	153,89	150,06	0,00323	
1,800	-0,00344	153,96	150,06	0,00330	
1,820	-0,00344	153,93	150,06	0,00340	
1,840	-0,00344	153,93	150,06	0,00343	
1,860	-0,00345	153,95	150,06	0,00335	
1,880	-0,00346	153,96	150,06	0,00320	
1,900	-0,00347	153,98	150,06	0,00318	
1,920	-0,00346	154,01	150,06	0,00326	
1,940	-0,00345	154,03	150,06	0,00330	
1,960	-0,00343	153,93	150,06	0,00336	
1,980	-0,00344	153,88	150,06	0,00344	
2,000	-0,00347	153,91	150,06	0,00338	
2,020	-0,00347	153,88	150,06	0,00324	
2,040	-0,00346	153,86	150,06	0,00316	
2,060	-0,00345	153,89	150,06	0,00314	
2,080	-0,00343	153,90	150,05	0,00320	
2,100	-0,00343	153,87	150,05	0,00325	
2,120	-0,00344	153,84	150,06	0,00337	
2,140	-0,00344	153,90	150,06	0,00344	
2,160	-0,00343	153,94	150,05	0,00338	
2,180	-0,00344	153,99	150,06	0,00325	
2,200	-0,00345	154,02	150,06	0,00313	
2,220	-0,00344	154,01	150,06	0,00307	
2,240	-0,00343	153,99	150,06	0,00320	
2,260	-0,00343	153,98	150,06	0,00340	
2,280	-0,00343	153,93	150,06	0,00352	
2,300	-0,00342	153,91	150,06	0,00358	
2,320	-0,00343	153,90	150,05	0,00347	
2,340	-0,00344	153,85	150,06	0,00328	
2,360	-0,00344	153,85	150,06	0,00313	
2,380	-0,00343	153,92	150,06	0,00315	
2,400	-0,00342	153,92	150,05	0,00323	
2,420	-0,00343	153,89	150,06	0,00332	
2,440	-0,00343	153,85	150,06	0,00340	
2,460	-0,00345	153,80	150,06	0,00341	
2,480	-0,00346	153,88	150,05	0,00333	
2,500	-0,00346	153,95	150,06	0,00320	
2,520	-0,00346	153,96	150,06	0,00321	
2,540	-0,00346	153,93	150,06	0,00329	
2,560	-0,00345	153,87	150,06	0,00330	
2,580	-0,00344	153,84	150,06	0,00334	
2,600	-0,00344	153,91	150,06	0,00335	
2,620	-0,00344	154,00	150,06	0,00339	
2,640	-0,00344	153,94	150,06	0,00337	
