Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	0,1666	159,68	150,10	-0,01082	
0,02000	0,1666	159,75	150,10	-0,01100	
0,04000	0,1666	159,76	150,10	-0,01111	
0,06000	0,1666	159,71	150,10	-0,01121	
0,08000	0,1666	159,70	150,10	-0,01117	
0,1000	0,1666	159,68	150,09	-0,01103	
0,1200	0,1666	159,75	150,09	-0,01094	
0,1400	0,1665	159,80	150,09	-0,01098	
0,1600	0,1665	159,72	150,09	-0,01110	
0,1800	0,1665	159,70	150,09	-0,01116	
0,2000	0,1666	159,77	150,09	-0,01118	
0,2200	0,1666	159,80	150,09	-0,01111	
0,2400	0,1666	159,86	150,09	-0,01097	
0,2600	0,1666	159,92	150,09	-0,01092	
0,2800	0,1665	159,87	150,09	-0,01096	
0,3000	0,1665	159,78	150,09	-0,01104	
0,3200	0,1666	159,79	150,09	-0,01110	
0,3400	0,1666	159,81	150,09	-0,01118	
0,3600	0,1666	159,81	150,09	-0,01119	
0,3800	0,1666	159,81	150,09	-0,01109	
0,4000	0,1666	159,80	150,09	-0,01102	
0,4200	0,1666	159,76	150,09	-0,01092	
0,4400	0,1666	159,76	150,09	-0,01088	
0,4600	0,1666	159,79	150,09	-0,01098	
0,4800	0,1666	159,82	150,09	-0,01110	
0,5000	0,1666	159,79	150,09	-0,01111	
0,5200	0,1666	159,73	150,09	-0,01106	
0,5400	0,1666	159,68	150,09	-0,01098	
0,5600	0,1666	159,71	150,09	-0,01089	
0,5800	0,1666	159,74	150,09	-0,01093	
0,6000	0,1666	159,73	150,09	-0,01104	
0,6200	0,1666	159,75	150,09	-0,01113	
0,6400	0,1666	159,78	150,09	-0,01123	
0,6600	0,1666	159,72	150,10	-0,01121	
0,6800	0,1666	159,70	150,09	-0,01106	
0,7000	0,1666	159,79	150,09	-0,01097	
0,7200	0,1666	159,84	150,09	-0,01091	
0,7400	0,1666	159,89	150,09	-0,01090	
0,7600	0,1666	159,92	150,09	-0,01098	
0,7800	0,1666	159,87	150,09	-0,01115	
0,8000	0,1666	159,76	150,09	-0,01123	
0,8200	0,1666	159,76	150,09	-0,01116	
0,8400	0,1666	159,76	150,09	-0,01101	
0,8600	0,1666	159,70	150,09	-0,01089	
