Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,1100	151,60	150,03	-0,03165	
0,02000	-0,1100	152,89	150,02	-0,03173	
0,04000	-0,1100	153,35	150,02	-0,03186	
0,06000	-0,1100	153,35	150,02	-0,03195	
0,08000	-0,1100	153,31	150,03	-0,03195	
0,1000	-0,1100	153,34	150,03	-0,03182	
0,1200	-0,1100	153,36	150,03	-0,03170	
0,1400	-0,1100	153,37	150,04	-0,03167	
0,1600	-0,1100	153,41	150,04	-0,03170	
0,1800	-0,1100	153,44	150,03	-0,03184	
0,2000	-0,1100	153,46	150,03	-0,03195	
0,2200	-0,1100	153,46	150,03	-0,03194	
0,2400	-0,1100	153,40	150,03	-0,03194	
0,2600	-0,1101	153,37	150,03	-0,03188	
0,2800	-0,1103	153,35	150,03	-0,03174	
0,3000	-0,1106	153,34	150,02	-0,03169	
0,3200	-0,1107	153,31	150,02	-0,03175	
0,3400	-0,1107	153,29	150,02	-0,03183	
0,3600	-0,1107	153,29	150,03	-0,03186	
0,3800	-0,1107	153,27	150,03	-0,03190	
0,4000	-0,1107	153,17	150,03	-0,03187	
0,4200	-0,1107	153,16	150,03	-0,03176	
0,4400	-0,1107	153,16	150,04	-0,03168	
0,4600	-0,1107	153,14	150,04	-0,03161	
0,4800	-0,1107	153,19	150,03	-0,03160	
0,5000	-0,1106	153,28	150,03	-0,03179	
0,5200	-0,1107	153,37	150,03	-0,03194	
0,5400	-0,1107	153,39	150,03	-0,03198	
0,5600	-0,1107	153,40	150,02	-0,03192	
0,5800	-0,1107	153,38	150,02	-0,03180	
0,6000	-0,1107	153,35	150,02	-0,03172	
0,6200	-0,1107	153,30	150,03	-0,03169	
0,6400	-0,1107	153,28	150,03	-0,03174	
0,6600	-0,1107	153,32	150,03	-0,03188	
0,6800	-0,1107	153,31	150,03	-0,03194	
0,7000	-0,1107	153,01	150,03	-0,03194	
0,7200	-0,1107	151,70	150,04	-0,03188	
0,7400	-0,1107	150,48	150,03	-0,03178	
0,7600	-0,1107	150,20	150,03	-0,03170	
0,7800	-0,1107	151,42	150,03	-0,03172	
0,8000	-0,1107	152,69	150,03	-0,03178	
0,8200	-0,1107	153,19	150,03	-0,03189	
0,8400	-0,1107	153,26	150,03	-0,03196	
0,8600	-0,1107	153,23	150,02	-0,03195	
0,8800	-0,1107	153,23	150,02	-0,03186	
0,9000	-0,1107	153,05	150,02	-0,03173	
0,9200	-0,1107	151,80	150,03	-0,03169	
0,9400	-0,1107	150,51	150,03	-0,03164	
0,9600	-0,1106	150,71	150,04	-0,03163	
0,9800	-0,1106	151,59	150,03	-0,03180	
1,000	-0,1107	152,31	150,03	-0,03196	
1,020	-0,1107	152,97	150,03	-0,03195	
1,040	-0,1107	153,25	150,03	-0,03185	
1,060	-0,1107	152,54	150,03	-0,03174	
1,080	-0,1107	151,05	150,03	-0,03162	
1,100	-0,1107	150,17	150,04	-0,03161	
1,120	-0,1107	149,90	150,03	-0,03166	
1,140	-0,1107	149,90	150,03	-0,03185	
1,160	-0,1107	149,93	150,02	-0,03199	
1,180	-0,1107	149,96	150,02	-0,03200	
1,200	-0,1107	150,00	150,02	-0,03191	
1,220	-0,1107	149,99	150,02	-0,03180	
1,240	-0,1107	149,95	150,03	-0,03171	
1,260	-0,1107	149,88	150,03	-0,03171	
1,280	-0,1107	149,90	150,03	-0,03174	
1,300	-0,1107	149,97	150,03	-0,03185	
1,320	-0,1107	150,73	150,03	-0,03195	
1,340	-0,1106	152,18	150,03	-0,03194	
1,360	-0,1106	153,08	150,03	-0,03185	
1,380	-0,1106	153,32	150,03	-0,03175	
1,400	-0,1107	153,28	150,03	-0,03172	
1,420	-0,1106	153,22	150,02	-0,03175	
1,440	-0,1106	153,22	150,02	-0,03185	
1,460	-0,1107	153,04	150,02	-0,03194	
1,480	-0,1107	152,53	150,03	-0,03197	
1,500	-0,1107	152,78	150,03	-0,03196	
1,520	-0,1107	153,14	150,03	-0,03192	
1,540	-0,1107	153,28	150,03	-0,03180	
1,560	-0,1107	153,39	150,03	-0,03175	
1,580	-0,1107	153,44	150,03	-0,03176	
1,600	-0,1107	153,41	150,03	-0,03182	
1,620	-0,1107	153,41	150,03	-0,03185	
1,640	-0,1107	153,34	150,02	-0,03185	
1,660	-0,1107	153,32	150,02	-0,03188	
1,680	-0,1107	153,36	150,02	-0,03183	
1,700	-0,1107	153,37	150,02	-0,03171	
1,720	-0,1107	153,41	150,03	-0,03163	
1,740	-0,1107	153,42	150,03	-0,03168	
1,760	-0,1107	153,38	150,03	-0,03190	
1,780	-0,1107	153,32	150,03	-0,03198	
1,800	-0,1107	153,31	150,03	-0,03195	
1,820	-0,1107	153,34	150,03	-0,03191	
1,840	-0,1106	153,36	150,03	-0,03187	
1,860	-0,1106	153,33	150,02	-0,03176	
1,880	-0,1106	153,26	150,02	-0,03171	
1,900	-0,1107	153,24	150,02	-0,03177	
1,920	-0,1107	153,25	150,03	-0,03190	
1,940	-0,1107	153,25	150,03	-0,03201	
1,960	-0,1107	153,08	150,03	-0,03199	
