Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,7810	156,36	150,09	0,05070	
0,02000	-0,7810	156,35	150,08	0,05075	
0,04000	-0,7810	156,35	150,08	0,05085	
0,06000	-0,7810	156,30	150,08	0,05088	
0,08000	-0,7810	156,27	150,08	0,05090	
0,1000	-0,7810	156,26	150,08	0,05091	
0,1200	-0,7810	156,30	150,08	0,05084	
0,1400	-0,7810	156,38	150,08	0,05078	
0,1600	-0,7810	156,36	150,07	0,05083	
0,1800	-0,7810	156,31	150,07	0,05088	
0,2000	-0,7810	156,37	150,08	0,05096	
0,2200	-0,7810	156,45	150,08	0,05104	
0,2400	-0,7810	156,52	150,08	0,05104	
0,2600	-0,7810	156,51	150,08	0,05093	
0,2800	-0,7810	156,44	150,08	0,05081	
0,3000	-0,7810	156,37	150,08	0,05074	
0,3200	-0,7810	156,40	150,08	0,05076	
0,3400	-0,7810	156,51	150,08	0,05085	
0,3600	-0,7810	156,56	150,07	0,05097	
0,3800	-0,7810	156,59	150,07	0,05103	
0,4000	-0,7810	156,59	150,07	0,05096	
0,4200	-0,7810	156,54	150,08	0,05078	
0,4400	-0,7810	156,50	150,08	0,05070	
0,4600	-0,7810	156,53	150,08	0,05078	
0,4800	-0,7810	156,55	150,08	0,05087	
0,5000	-0,7810	156,58	150,08	0,05092	
0,5200	-0,7810	156,56	150,08	0,05102	
0,5400	-0,7810	156,53	150,08	0,05099	
0,5600	-0,7810	156,49	150,08	0,05086	
0,5800	-0,7810	156,51	150,07	0,05076	
0,6000	-0,7810	156,52	150,07	0,05072	
0,6200	-0,7810	156,56	150,07	0,05080	
0,6400	-0,7810	156,55	150,08	0,05093	
0,6600	-0,7810	156,51	150,08	0,05101	
0,6800	-0,7810	156,55	150,08	0,05104	
0,7000	-0,7810	156,57	150,08	0,05096	
0,7200	-0,7810	156,56	150,08	0,05083	
0,7400	-0,7810	156,52	150,08	0,05077	
0,7600	-0,7810	156,58	150,08	0,05082	
0,7800	-0,7810	156,61	150,08	0,05086	
0,8000	-0,7810	156,57	150,08	0,05089	
0,8200	-0,7810	156,51	150,07	0,05087	
0,8400	-0,7810	156,49	150,07	0,05085	
0,8600	-0,7811	156,47	150,08	0,05083	
0,8800	-0,7811	156,48	150,08	0,05081	
0,9000	-0,7811	156,45	150,08	0,05082	
0,9200	-0,7811	156,44	150,08	0,05084	
0,9400	-0,7811	156,49	150,09	0,05091	
0,9600	-0,7811	156,49	150,08	0,05098	
0,9800	-0,7811	156,46	150,08	0,05101	
1,000	-0,7811	156,48	150,08	0,05091	
1,020	-0,7811	156,51	150,08	0,05077	
1,040	-0,7811	156,52	150,07	0,05067	
1,060	-0,7811	156,50	150,07	0,05070	
1,080	-0,7811	156,53	150,07	0,05080	
1,100	-0,7811	156,61	150,08	0,05090	
1,120	-0,7810	156,66	150,08	0,05096	
1,140	-0,7810	156,62	150,08	0,05094	
1,160	-0,7811	156,57	150,08	0,05083	
1,180	-0,7811	156,56	150,08	0,05076	
1,200	-0,7810	156,55	150,08	0,05078	
1,220	-0,7810	156,57	150,08	0,05083	
1,240	-0,7811	156,61	150,08	0,05088	
1,260	-0,7810	156,62	150,08	0,05089	
1,280	-0,7810	156,65	150,08	0,05090	
1,300	-0,7810	156,62	150,07	0,05088	
1,320	-0,7811	156,56	150,07	0,05082	
1,340	-0,7811	156,54	150,08	0,05079	
1,360	-0,7811	156,52	150,08	0,05077	
1,380	-0,7811	156,49	150,08	0,05084	
1,400	-0,7811	156,46	150,08	0,05092	
1,420	-0,7811	156,43	150,08	0,05094	
1,440	-0,7810	156,45	150,08	0,05090	
1,460	-0,7810	156,50	150,08	0,05078	
1,480	-0,7810	156,47	150,08	0,05067	
1,500	-0,7810	156,42	150,08	0,05069	
1,520	-0,7810	156,44	150,08	0,05074	
1,540	-0,7810	156,43	150,08	0,05086	
1,560	-0,7810	156,33	150,07	0,05099	
1,580	-0,7810	156,30	150,07	0,05100	
1,600	-0,7810	156,42	150,08	0,05093	
1,620	-0,7811	156,53	150,08	0,05082	
1,640	-0,7811	156,52	150,08	0,05075	
1,660	-0,7811	156,47	150,08	0,05078	
1,680	-0,7811	156,42	150,08	0,05085	
1,700	-0,7811	156,42	150,08	0,05089	
1,720	-0,7811	156,44	150,08	0,05089	
1,740	-0,7811	156,42	150,08	0,05092	
1,760	-0,7811	156,46	150,08	0,05085	
1,780	-0,7811	156,46	150,07	0,05068	
1,800	-0,7811	156,44	150,07	0,05060	
1,820	-0,7810	156,40	150,07	0,05067	
1,840	-0,7810	156,38	150,08	0,05081	
1,860	-0,7810	156,42	150,08	0,05090	
1,880	-0,7811	156,48	150,08	0,05094	
1,900	-0,7811	156,49	150,09	0,05089	
