Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,02339	156,89	150,10	0,00946	
0,02000	-0,02340	156,87	150,10	0,00953	
0,04000	-0,02338	156,81	150,10	0,00958	
0,06000	-0,02337	156,73	150,10	0,00952	
0,08000	-0,02338	156,68	150,10	0,00938	
0,1000	-0,02339	156,71	150,10	0,00927	
0,1200	-0,02339	156,73	150,10	0,00924	
0,1400	-0,02338	156,76	150,10	0,00933	
0,1600	-0,02338	156,77	150,11	0,00943	
0,1800	-0,02339	156,72	150,11	0,00953	
0,2000	-0,02340	156,70	150,11	0,00955	
0,2200	-0,02341	156,71	150,10	0,00953	
0,2400	-0,02343	156,72	150,10	0,00945	
0,2600	-0,02342	156,69	150,10	0,00936	
0,2800	-0,02340	156,69	150,10	0,00934	
0,3000	-0,02340	156,67	150,10	0,00933	
0,3200	-0,02340	156,69	150,10	0,00942	
0,3400	-0,02341	156,72	150,10	0,00955	
0,3600	-0,02341	156,75	150,10	0,00959	
0,3800	-0,02340	156,71	150,10	0,00951	
0,4000	-0,02339	156,66	150,11	0,00938	
0,4200	-0,02340	156,69	150,11	0,00930	
0,4400	-0,02340	156,69	150,11	0,00930	
0,4600	-0,02340	156,70	150,10	0,00940	
0,4800	-0,02340	156,71	150,10	0,00953	
0,5000	-0,02341	156,70	150,10	0,00957	
0,5200	-0,02341	156,67	150,10	0,00955	
0,5400	-0,02340	156,66	150,10	0,00949	
0,5600	-0,02339	156,68	150,10	0,00936	
0,5800	-0,02339	156,69	150,11	0,00928	
0,6000	-0,02340	156,66	150,11	0,00932	
0,6200	-0,02338	156,68	150,11	0,00944	
0,6400	-0,02337	156,66	150,11	0,00962	
0,6600	-0,02337	156,62	150,10	0,00969	
0,6800	-0,02339	156,60	150,10	0,00959	
0,7000	-0,02339	156,58	150,10	0,00946	
0,7200	-0,02339	156,58	150,10	0,00935	
0,7400	-0,02338	156,60	150,10	0,00937	
0,7600	-0,02336	156,58	150,10	0,00943	
0,7800	-0,02336	156,54	150,10	0,00945	
0,8000	-0,02337	156,52	150,11	0,00947	
0,8200	-0,02337	156,52	150,11	0,00956	
0,8400	-0,02337	156,57	150,11	0,00954	
0,8600	-0,02336	156,64	150,11	0,00938	
0,8800	-0,02337	156,70	150,10	0,00932	
0,9000	-0,02338	156,71	150,10	0,00933	
0,9200	-0,02338	156,69	150,10	0,00941	
0,9400	-0,02338	156,67	150,10	0,00953	
0,9600	-0,02339	156,63	150,10	0,00957	
0,9800	-0,02340	156,57	150,11	0,00955	
1,000	-0,02340	156,55	150,11	0,00948	
1,020	-0,02339	156,54	150,11	0,00940	
1,040	-0,02339	156,53	150,11	0,00933	
1,060	-0,02339	156,56	150,11	0,00932	
1,080	-0,02338	156,66	150,10	0,00943	
1,100	-0,02338	156,71	150,10	0,00954	
1,120	-0,02338	156,69	150,10	0,00960	
1,140	-0,02339	156,68	150,10	0,00959	
1,160	-0,02339	156,66	150,10	0,00950	
1,180	-0,02339	156,66	150,11	0,00937	
1,200	-0,02338	156,76	150,11	0,00933	
1,220	-0,02338	156,78	150,11	0,00939	
1,240	-0,02338	156,72	150,11	0,00949	
1,260	-0,02337	156,71	150,11	0,00962	
1,280	-0,02338	156,75	150,10	0,00968	
1,300	-0,02338	156,80	150,10	0,00960	
1,320	-0,02337	156,82	150,10	0,00944	
1,340	-0,02338	156,81	150,10	0,00933	
1,360	-0,02338	156,79	150,10	0,00926	
1,380	-0,02338	156,81	150,11	0,00930	
1,400	-0,02339	156,85	150,11	0,00942	
1,420	-0,02340	156,82	150,11	0,00958	
1,440	-0,02339	156,79	150,11	0,00964	
1,460	-0,02339	156,76	150,10	0,00951	
1,480	-0,02338	156,72	150,10	0,00936	
1,500	-0,02338	156,71	150,10	0,00925	
1,520	-0,02338	156,70	150,10	0,00925	
1,540	-0,02337	156,65	150,10	0,00938	
1,560	-0,02337	156,61	150,11	0,00949	
1,580	-0,02338	156,59	150,11	0,00958	
1,600	-0,02338	156,51	150,11	0,00960	
1,620	-0,02336	156,51	150,10	0,00948	
1,640	-0,02335	156,58	150,10	0,00935	
1,660	-0,02335	156,67	150,10	0,00934	
1,680	-0,02337	156,76	150,09	0,00943	
1,700	-0,02337	156,76	150,10	0,00952	
1,720	-0,02337	156,70	150,09	0,00955	
1,740	-0,02338	156,68	150,09	0,00955	
1,760	-0,02340	156,74	150,10	0,00955	
1,780	-0,02339	156,73	150,10	0,00949	
1,800	-0,02339	156,69	150,10	0,00936	
1,820	-0,02340	156,66	150,11	0,00938	
1,840	-0,02340	156,66	150,11	0,00950	
1,860	-0,02339	156,71	150,11	0,00958	
1,880	-0,02339	156,74	150,11	0,00955	
1,900	-0,02337	156,72	150,10	0,00947	
1,920	-0,02337	156,69	150,10	0,00936	
1,940	-0,02337	156,69	150,10	0,00928	
1,960	-0,02338	156,70	150,10	0,00933	
1,980	-0,02338	156,71	150,10	0,00942	
2,000	-0,02337	156,68	150,10	0,00944	
2,020	-0,02337	156,63	150,10	0,00950	
2,040	-0,02337	156,66	150,11	0,00959	
2,060	-0,02337	156,69	150,11	0,00952	
2,080	-0,02337	156,68	150,11	0,00937	
2,100	-0,02336	156,62	150,10	0,00930	
2,120	-0,02335	156,63	150,10	0,00934	
2,140	-0,02335	156,66	150,10	0,00943	
2,160	-0,02336	156,70	150,10	0,00949	
2,180	-0,02336	156,77	150,10	0,00951	
2,200	-0,02336	156,76	150,10	0,00953	
2,220	-0,02337	156,70	150,10	0,00949	
2,240	-0,02338	156,68	150,10	0,00945	
2,260	-0,02337	156,65	150,11	0,00936	
2,280	-0,02336	156,64	150,11	0,00930	
2,300	-0,02337	156,61	150,11	0,00943	
2,320	-0,02336	156,58	150,11	0,00952	
2,340	-0,02336	156,58	150,10	0,00957	
2,360	-0,02336	156,58	150,10	0,00960	
2,380	-0,02336	156,58	150,10	0,00956	
2,400	-0,02337	156,59	150,10	0,00943	
2,420	-0,02335	156,65	150,10	0,00933	
2,440	-0,02335	156,68	150,11	0,00929	
2,460	-0,02336	156,67	150,11	0,00939	
2,480	-0,02337	156,67	150,11	0,00952	
2,500	-0,02337	156,63	150,11	0,00957	
2,520	-0,02337	156,58	150,10	0,00957	
