Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,01801	161,49	150,05	0,02999	
0,02000	-0,01800	161,53	150,05	0,03001	
0,04000	-0,01801	161,54	150,05	0,03007	
0,06000	-0,01801	161,49	150,05	0,03016	
0,08000	-0,01801	161,46	150,05	0,03023	
0,1000	-0,01800	161,46	150,05	0,03027	
0,1200	-0,01800	161,47	150,05	0,03023	
0,1400	-0,01801	161,44	150,05	0,03008	
0,1600	-0,01802	161,40	150,05	0,02996	
0,1800	-0,01801	161,45	150,05	0,02989	
0,2000	-0,01802	161,47	150,05	0,02997	
0,2200	-0,01803	161,43	150,05	0,03014	
0,2400	-0,01803	161,40	150,05	0,03023	
0,2600	-0,01802	161,42	150,05	0,03023	
0,2800	-0,01802	161,46	150,05	0,03010	
0,3000	-0,01801	161,47	150,05	0,02994	
0,3200	-0,01801	161,41	150,05	0,02991	
0,3400	-0,01802	161,34	150,05	0,03000	
0,3600	-0,01803	161,35	150,05	0,03008	
0,3800	-0,01803	161,36	150,05	0,03013	
0,4000	-0,01802	161,40	150,05	0,03014	
0,4200	-0,01801	161,44	150,05	0,03004	
0,4400	-0,01801	161,51	150,05	0,02992	
0,4600	-0,01801	161,55	150,05	0,02993	
0,4800	-0,01802	161,55	150,05	0,03002	
0,5000	-0,01801	161,57	150,05	0,03016	
0,5200	-0,01801	161,55	150,05	0,03025	
0,5400	-0,01801	161,52	150,05	0,03019	
0,5600	-0,01801	161,56	150,05	0,03004	
0,5800	-0,01800	161,58	150,05	0,02989	
0,6000	-0,01798	161,52	150,05	0,02989	
0,6200	-0,01798	161,48	150,05	0,02998	
0,6400	-0,01799	161,43	150,05	0,03011	
0,6600	-0,01800	161,38	150,05	0,03018	
0,6800	-0,01801	161,37	150,05	0,03009	
0,7000	-0,01800	161,45	150,05	0,02997	
0,7200	-0,01799	161,47	150,05	0,02992	
0,7400	-0,01800	161,42	150,05	0,02991	
0,7600	-0,01800	161,40	150,05	0,02995	
0,7800	-0,01799	161,39	150,05	0,03011	
0,8000	-0,01799	161,37	150,05	0,03023	
0,8200	-0,01799	161,40	150,05	0,03018	
0,8400	-0,01799	161,44	150,05	0,03005	
0,8600	-0,01799	161,46	150,05	0,02997	
0,8800	-0,01799	161,44	150,05	0,03000	
0,9000	-0,01799	161,37	150,05	0,03006	
0,9200	-0,01799	161,33	150,04	0,03014	
0,9400	-0,01799	161,33	150,05	0,03025	
0,9600	-0,01799	161,35	150,05	0,03028	
0,9800	-0,01801	161,31	150,05	0,03015	
1,000	-0,01802	161,29	150,05	0,03002	
1,020	-0,01802	161,34	150,05	0,03000	
1,040	-0,01801	161,41	150,05	0,03009	
1,060	-0,01800	161,42	150,05	0,03019	
1,080	-0,01800	161,39	150,05	0,03021	
1,100	-0,01800	161,36	150,05	0,03010	
1,120	-0,01800	161,39	150,05	0,03002	
1,140	-0,01800	161,41	150,05	0,02999	
1,160	-0,01799	161,39	150,05	0,02999	
1,180	-0,01798	161,38	150,05	0,03008	
1,200	-0,01799	161,35	150,05	0,03021	
1,220	-0,01800	161,37	150,05	0,03023	
1,240	-0,01801	161,34	150,05	0,03012	
1,260	-0,01801	161,33	150,05	0,02992	
1,280	-0,01801	161,35	150,05	0,02990	
1,300	-0,01801	161,39	150,05	0,02994	
1,320	-0,01799	161,41	150,05	0,03011	
1,340	-0,01797	161,40	150,05	0,03031	
1,360	-0,01797	161,41	150,05	0,03034	
1,380	-0,01798	161,40	150,05	0,03018	
1,400	-0,01799	161,40	150,05	0,03005	
1,420	-0,01799	161,49	150,05	0,03000	
1,440	-0,01798	161,59	150,05	0,02998	
1,460	-0,01797	161,63	150,05	0,03008	
1,480	-0,01796	161,60	150,05	0,03016	
1,500	-0,01797	161,55	150,05	0,03019	
1,520	-0,01796	161,56	150,05	0,03017	
1,540	-0,01796	161,57	150,05	0,03006	
1,560	-0,01798	161,58	150,05	0,02991	
1,580	-0,01799	161,58	150,05	0,02988	
1,600	-0,01799	161,51	150,05	0,02999	
1,620	-0,01799	161,43	150,05	0,03007	
1,640	-0,01799	161,43	150,05	0,03015	
1,660	-0,01800	161,49	150,05	0,03014	
1,680	-0,01800	161,52	150,05	0,03012	
1,700	-0,01799	161,49	150,05	0,03002	
1,720	-0,01799	161,50	150,05	0,02998	
1,740	-0,01799	161,55	150,05	0,03006	
1,760	-0,01799	161,57	150,05	0,03015	
1,780	-0,01799	161,58	150,05	0,03023	
1,800	-0,01798	161,52	150,05	0,03024	
1,820	-0,01798	161,47	150,05	0,03010	
1,840	-0,01798	161,46	150,05	0,02992	
1,860	-0,01798	161,45	150,05	0,02986	
1,880	-0,01799	161,43	150,05	0,02997	
1,900	-0,01799	161,47	150,05	0,03011	
1,920	-0,01801	161,48	150,05	0,03020	
1,940	-0,01800	161,53	150,05	0,03017	
1,960	-0,01800	161,53	150,05	0,03001	
1,980	-0,01799	161,52	150,05	0,02991	
2,000	-0,01799	161,58	150,05	0,02990	
2,020	-0,01800	161,59	150,05	0,02996	
2,040	-0,01801	161,55	150,05	0,03007	
2,060	-0,01802	161,53	150,05	0,03020	
2,080	-0,01802	161,49	150,05	0,03027	
2,100	-0,01801	161,50	150,05	0,03010	
2,120	-0,01800	161,52	150,05	0,02996	
2,140	-0,01802	161,52	150,05	0,02998	
2,160	-0,01803	161,55	150,05	0,03003	
2,180	-0,01803	161,59	150,05	0,03009	
2,200	-0,01803	161,54	150,05	0,03020	
2,220	-0,01803	161,54	150,05	0,03023	
2,240	-0,01802	161,63	150,05	0,03015	
2,260	-0,01801	161,62	150,05	0,02999	
2,280	-0,01802	161,59	150,05	0,02992	
2,300	-0,01803	161,58	150,05	0,02994	
2,320	-0,01803	161,55	150,05	0,03003	
2,340	-0,01805	161,58	150,05	0,03011	
2,360	-0,01804	161,59	150,05	0,03013	
2,380	-0,01803	161,61	150,05	0,03008	
2,400	-0,01802	161,58	150,05	0,02995	
2,420	-0,01801	161,46	150,05	0,02985	
2,440	-0,01802	161,38	150,05	0,02991	
2,460	-0,01800	161,39	150,05	0,03008	
2,480	-0,01799	161,43	150,05	0,03019	
2,500	-0,01799	161,42	150,05	0,03016	
2,520	-0,01800	161,40	150,05	0,03008	
2,540	-0,01801	161,45	150,04	0,02996	
2,560	-0,01800	161,45	150,05	0,02989	
2,580	-0,01801	161,47	150,05	0,02995	
2,600	-0,01802	161,48	150,05	0,03011	
2,620	-0,01802	161,46	150,05	0,03027	
2,640	-0,01801	161,49	150,05	0,03030	
2,660	-0,01799	161,54	150,05	0,03014	
2,680	-0,01799	161,58	150,05	0,02997	
2,700	-0,01799	161,57	150,05	0,02994	
2,720	-0,01799	161,57	150,05	0,02997	
2,740	-0,01798	161,54	150,05	0,03006	
2,760	-0,01797	161,47	150,05	0,03018	
2,780	-0,01797	161,45	150,05	0,03027	
2,800	-0,01798	161,47	150,05	0,03016	
2,820	-0,01799	161,50	150,05	0,02999	
2,840	-0,01799	161,49	150,05	0,02990	
2,860	-0,01799	161,49	150,05	0,02994	
2,880	-0,01800	161,48	150,05	0,03007	
2,900	-0,01800	161,43	150,05	0,03015	
2,920	-0,01799	161,37	150,05	0,03023	
2,940	-0,01799	161,38	150,05	0,03021	
2,960	-0,01802	161,41	150,05	0,03012	
2,980	-0,01802	161,42	150,05	0,03000	
3,000	-0,01802	161,44	150,05	0,02995	
3,020	-0,01801	161,46	150,06	0,03004	
3,040	-0,01800	161,46	150,05	0,03021	
3,060	-0,01800	161,51	150,05	0,03023	
3,080	-0,01800	161,52	150,05	0,03009	
3,100	-0,01801	161,48	150,05	0,02996	
3,120	-0,01801	161,45	150,05	0,02990	
3,140	-0,01801	161,45	150,05	0,02988	
3,160	-0,01801	161,47	150,05	0,02996	
3,180	-0,01801	161,47	150,05	0,03015	
3,200	-0,01802	161,42	150,05	0,03025	
3,220	-0,01802	161,38	150,05	0,03019	
3,240	-0,01802	161,38	150,05	0,02999	
3,260	-0,01801	161,42	150,05	0,02989	
3,280	-0,01801	161,43	150,05	0,02989	
3,300	-0,01802	161,43	150,05	0,03000	
3,320	-0,01803	161,44	150,05	0,03013	
3,340	-0,01803	161,44	150,05	0,03021	
3,360	-0,01802	161,46	150,06	0,03019	
3,380	-0,01800	161,42	150,05	0,03002	
3,400	-0,01800	161,35	150,05	0,02995	
3,420	-0,01801	161,34	150,06	0,02999	
3,440	-0,01801	161,38	150,05	0,03007	
3,460	-0,01800	161,36	150,05	0,03020	
3,480	-0,01799	161,27	150,05	0,03023	
3,500	-0,01800	161,27	150,05	0,03012	
3,520	-0,01801	161,31	150,05	0,02998	
3,540	-0,01801	161,35	150,05	0,02991	
3,560	-0,01800	161,38	150,05	0,02992	
3,580	-0,01800	161,35	150,05	0,03004	
3,600	-0,01801	161,39	150,05	0,03014	
3,620	-0,01801	161,41	150,05	0,03016	
3,640	-0,01801	161,41	150,05	0,03013	
3,660	-0,01801	161,44	150,05	0,03003	
3,680	-0,01802	161,35	150,05	0,03000	
3,700	-0,01803	161,36	150,05	0,02999	
3,720	-0,01802	161,41	150,05	0,03004	
3,740	-0,01801	161,39	150,05	0,03014	
3,760	-0,01801	161,31	150,05	0,03021	
3,780	-0,01801	161,30	150,05	0,03012	
3,800	-0,01802	161,36	150,05	0,02999	
3,820	-0,01801	161,39	150,05	0,02994	
3,840	-0,01799	161,38	150,05	0,02996	
3,860	-0,01799	161,38	150,05	0,03001	
3,880	-0,01800	161,41	150,05	0,03012	
3,900	-0,01801	161,41	150,05	0,03015	
3,920	-0,01799	161,38	150,05	0,03010	
3,940	-0,01799	161,44	150,05	0,02998	
3,960	-0,01800	161,37	150,05	0,02989	
3,980	-0,01800	161,38	150,05	0,02992	
4,000	-0,01800	161,46	150,05	0,03003	
4,020	-0,01800	161,50	150,05	0,03011	
4,040	-0,01801	161,55	150,05	0,03022	
4,060	-0,01801	161,52	150,05	0,03018	
4,080	-0,01801	161,45	150,05	0,03002	
4,100	-0,01800	161,37	150,05	0,02997	
4,120	-0,01800	161,29	150,05	0,03000	
