Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,8891	161,87	150,09	0,00309	
0,02000	-0,8891	161,91	150,09	0,00308	
0,04000	-0,8891	161,54	150,09	0,00317	
0,06000	-0,8891	160,69	150,09	0,00327	
0,08000	-0,8891	160,54	150,09	0,00333	
0,1000	-0,8891	160,86	150,09	0,00332	
0,1200	-0,8891	159,86	150,09	0,00318	
0,1400	-0,8891	158,75	150,09	0,00307	
0,1600	-0,8891	158,37	150,09	0,00306	
0,1800	-0,8892	158,32	150,09	0,00310	
0,2000	-0,8891	158,38	150,09	0,00317	
0,2200	-0,8891	159,36	150,09	0,00330	
0,2400	-0,8891	160,24	150,09	0,00334	
0,2600	-0,8891	160,29	150,09	0,00327	
0,2800	-0,8891	159,79	150,09	0,00320	
0,3000	-0,8891	159,00	150,09	0,00318	
0,3200	-0,8891	158,58	150,09	0,00316	
0,3400	-0,8893	158,53	150,09	0,00322	
0,3600	-0,8896	158,52	150,09	0,00334	
0,3800	-0,8898	158,45	150,08	0,00334	
0,4000	-0,8898	158,35	150,08	0,00322	
0,4200	-0,8898	158,33	150,08	0,00310	
0,4400	-0,8898	158,41	150,08	0,00304	
0,4600	-0,8898	158,50	150,08	0,00312	
0,4800	-0,8898	158,55	150,08	0,00324	
0,5000	-0,8898	158,52	150,08	0,00333	
0,5200	-0,8898	158,47	150,08	0,00336	
0,5400	-0,8898	158,48	150,09	0,00330	
0,5600	-0,8898	158,55	150,09	0,00310	
0,5800	-0,8898	158,56	150,09	0,00299	
0,6000	-0,8898	158,53	150,09	0,00306	
0,6200	-0,8898	158,50	150,09	0,00320	
0,6400	-0,8898	158,41	150,09	0,00330	
0,6600	-0,8898	158,38	150,09	0,00332	
0,6800	-0,8898	158,45	150,09	0,00321	
0,7000	-0,8898	158,56	150,09	0,00309	
0,7200	-0,8898	158,62	150,09	0,00305	
0,7400	-0,8898	158,61	150,09	0,00312	
0,7600	-0,8898	158,56	150,09	0,00327	
0,7800	-0,8898	158,59	150,09	0,00337	
0,8000	-0,8898	158,57	150,09	0,00336	
