Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,4378	168,22	150,06	0,03247	
0,02000	-0,4378	168,26	150,06	0,03159	
0,04000	-0,4378	168,25	150,05	0,03103	
0,06000	-0,4378	168,25	150,05	0,03091	
0,08000	-0,4378	168,26	150,06	0,03101	
0,1000	-0,4378	168,26	150,06	0,03117	
0,1200	-0,4378	168,33	150,05	0,03122	
0,1400	-0,4378	168,99	150,05	0,03120	
0,1600	-0,4378	168,97	150,05	0,03108	
0,1800	-0,4378	168,51	150,05	0,03097	
0,2000	-0,4378	168,28	150,05	0,03096	
0,2200	-0,4378	168,20	150,06	0,03102	
0,2400	-0,4378	168,13	150,05	0,03112	
0,2600	-0,4378	168,11	150,05	0,03118	
0,2800	-0,4378	168,09	150,05	0,03113	
0,3000	-0,4378	168,13	150,05	0,03104	
0,3200	-0,4378	168,68	150,05	0,03094	
0,3400	-0,4378	170,10	150,05	0,03093	
0,3600	-0,4378	170,16	150,05	0,03105	
0,3800	-0,4378	169,60	150,05	0,03120	
0,4000	-0,4377	168,87	150,05	0,03136	
0,4200	-0,4377	168,32	150,06	0,03127	
0,4400	-0,4378	168,17	150,06	0,03106	
0,4600	-0,4378	168,20	150,05	0,03093	
0,4800	-0,4378	169,21	150,05	0,03094	
0,5000	-0,4378	170,66	150,06	0,03102	
0,5200	-0,4378	171,35	150,06	0,03112	
0,5400	-0,4378	171,47	150,05	0,03125	
0,5600	-0,4378	171,46	150,05	0,03128	
0,5800	-0,4378	171,43	150,05	0,03118	
0,6000	-0,4377	170,37	150,05	0,03107	
0,6200	-0,4377	168,85	150,05	0,03096	
0,6400	-0,4377	168,14	150,05	0,03093	
0,6600	-0,4377	168,03	150,05	0,03094	
0,6800	-0,4377	168,05	150,05	0,03102	
0,7000	-0,4377	168,03	150,05	0,03117	
0,7200	-0,4378	168,07	150,05	0,03121	
0,7400	-0,4378	168,09	150,05	0,03107	
0,7600	-0,4378	168,08	150,05	0,03100	
0,7800	-0,4378	168,06	150,05	0,03104	
0,8000	-0,4378	168,06	150,05	0,03110	
0,8200	-0,4378	168,13	150,05	0,03116	
0,8400	-0,4378	168,21	150,05	0,03126	
0,8600	-0,4378	168,17	150,05	0,03124	
0,8800	-0,4378	168,09	150,05	0,03106	
0,9000	-0,4378	168,05	150,05	0,03096	
0,9200	-0,4378	168,05	150,06	0,03093	
0,9400	-0,4378	168,10	150,05	0,03102	
0,9600	-0,4378	168,16	150,06	0,03114	
0,9800	-0,4378	168,16	150,06	0,03124	
1,000	-0,4378	168,08	150,06	0,03116	
1,020	-0,4378	168,03	150,05	0,03104	
1,040	-0,4378	168,00	150,05	0,03100	
1,060	-0,4378	168,04	150,06	0,03099	
1,080	-0,4378	168,10	150,05	0,03104	
1,100	-0,4378	168,15	150,05	0,03119	
1,120	-0,4378	168,19	150,05	0,03125	
1,140	-0,4378	168,80	150,05	0,03119	
1,160	-0,4377	168,81	150,05	0,03104	
1,180	-0,4377	168,36	150,05	0,03093	
1,200	-0,4377	168,13	150,06	0,03093	
1,220	-0,4377	168,09	150,05	0,03107	
1,240	-0,4377	168,07	150,05	0,03122	
1,260	-0,4377	168,14	150,06	0,03127	
1,280	-0,4378	168,16	150,06	0,03123	
1,300	-0,4378	168,12	150,05	0,03108	
1,320	-0,4378	168,08	150,05	0,03097	
1,340	-0,4378	168,07	150,06	0,03094	
1,360	-0,4378	168,04	150,05	0,03098	
1,380	-0,4378	168,09	150,05	0,03107	
1,400	-0,4378	168,17	150,05	0,03113	
1,420	-0,4378	168,63	150,05	0,03111	
1,440	-0,4378	169,64	150,05	0,03105	
1,460	-0,4378	169,29	150,06	0,03096	
1,480	-0,4378	168,49	150,06	0,03094	
1,500	-0,4378	168,14	150,05	0,03101	
1,520	-0,4378	168,09	150,05	0,03111	
1,540	-0,4378	168,16	150,06	0,03119	
1,560	-0,4378	169,20	150,06	0,03115	
1,580	-0,4378	170,69	150,05	0,03105	
1,600	-0,4378	171,40	150,05	0,03097	
1,620	-0,4378	171,50	150,05	0,03092	
1,640	-0,4378	171,41	150,05	0,03097	
1,660	-0,4378	171,44	150,05	0,03105	
1,680	-0,4378	171,13	150,05	0,03113	
1,700	-0,4378	169,71	150,05	0,03118	
1,720	-0,4378	168,50	150,05	0,03116	
1,740	-0,4378	168,09	150,06	0,03107	
1,760	-0,4378	168,07	150,05	0,03094	
1,780	-0,4378	168,10	150,05	0,03090	
1,800	-0,4378	168,14	150,05	0,03096	
1,820	-0,4378	168,15	150,05	0,03107	
1,840	-0,4378	168,15	150,05	0,03114	
1,860	-0,4378	168,19	150,05	0,03105	
1,880	-0,4378	168,16	150,05	0,03097	
1,900	-0,4378	168,12	150,05	0,03099	
1,920	-0,4378	168,11	150,05	0,03107	
1,940	-0,4378	168,13	150,05	0,03115	
1,960	-0,4378	168,50	150,05	0,03120	
1,980	-0,4378	168,95	150,05	0,03125	
2,000	-0,4378	168,61	150,05	0,03122	
2,020	-0,4378	168,26	150,05	0,03108	
2,040	-0,4378	168,13	150,05	0,03098	
2,060	-0,4378	168,08	150,05	0,03095	
2,080	-0,4378	168,07	150,05	0,03100	
2,100	-0,4378	168,07	150,05	0,03116	
2,120	-0,4378	168,14	150,05	0,03126	
2,140	-0,4378	168,15	150,06	0,03116	
2,160	-0,4378	168,10	150,06	0,03100	
2,180	-0,4378	168,06	150,05	0,03093	
2,200	-0,4378	168,15	150,05	0,03092	
2,220	-0,4378	169,19	150,06	0,03095	
2,240	-0,4378	170,69	150,06	0,03109	
2,260	-0,4378	171,41	150,05	0,03115	
2,280	-0,4378	171,50	150,05	0,03116	
2,300	-0,4378	171,36	150,05	0,03110	
2,320	-0,4378	171,35	150,05	0,03101	
2,340	-0,4378	171,41	150,05	0,03102	
2,360	-0,4378	171,42	150,06	0,03109	
2,380	-0,4378	171,43	150,05	0,03119	
2,400	-0,4378	171,49	150,05	0,03125	
2,420	-0,4378	171,52	150,05	0,03123	
2,440	-0,4378	171,47	150,05	0,03109	
