Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,3343	162,83	150,06	0,01029	
0,02000	-0,3343	162,74	150,06	0,01037	
0,04000	-0,3343	162,73	150,06	0,01055	
0,06000	-0,3343	162,75	150,06	0,01061	
0,08000	-0,3343	162,76	150,06	0,01061	
0,1000	-0,3343	162,71	150,06	0,01056	
0,1200	-0,3343	162,75	150,06	0,01043	
0,1400	-0,3343	162,78	150,06	0,01029	
0,1600	-0,3343	162,76	150,06	0,01030	
0,1800	-0,3343	162,69	150,06	0,01041	
0,2000	-0,3343	162,62	150,06	0,01051	
0,2200	-0,3343	162,62	150,05	0,01057	
0,2400	-0,3343	162,65	150,06	0,01059	
0,2600	-0,3343	162,64	150,06	0,01052	
0,2800	-0,3343	162,60	150,05	0,01037	
0,3000	-0,3343	162,57	150,05	0,01030	
0,3200	-0,3343	162,62	150,06	0,01035	
0,3400	-0,3343	162,66	150,06	0,01050	
0,3600	-0,3343	162,72	150,05	0,01062	
0,3800	-0,3343	162,76	150,06	0,01062	
0,4000	-0,3343	162,75	150,06	0,01057	
0,4200	-0,3343	162,73	150,06	0,01056	
0,4400	-0,3343	162,69	150,06	0,01047	
0,4600	-0,3343	162,69	150,06	0,01035	
0,4800	-0,3343	162,65	150,06	0,01044	
0,5000	-0,3343	162,63	150,06	0,01062	
0,5200	-0,3343	162,68	150,06	0,01068	
0,5400	-0,3343	162,69	150,06	0,01067	
0,5600	-0,3343	162,74	150,06	0,01057	
0,5800	-0,3343	162,83	150,06	0,01053	
0,6000	-0,3343	162,83	150,06	0,01055	
0,6200	-0,3343	162,70	150,06	0,01056	
0,6400	-0,3343	162,65	150,06	0,01058	
0,6600	-0,3343	162,68	150,06	0,01065	
0,6800	-0,3343	162,71	150,06	0,01068	
0,7000	-0,3343	162,72	150,07	0,01064	
0,7200	-0,3343	162,71	150,06	0,01045	
