Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,9730	159,17	150,12	0,02286	
0,02000	-0,9730	159,24	150,12	0,02296	
0,04000	-0,9730	159,28	150,11	0,02299	
0,06000	-0,9730	159,25	150,11	0,02305	
0,08000	-0,9730	159,28	150,11	0,02308	
0,1000	-0,9730	159,30	150,12	0,02301	
0,1200	-0,9730	159,27	150,12	0,02297	
0,1400	-0,9730	159,20	150,12	0,02292	
0,1600	-0,9730	159,20	150,11	0,02287	
0,1800	-0,9730	159,19	150,11	0,02294	
0,2000	-0,9730	159,18	150,11	0,02301	
0,2200	-0,9730	159,15	150,12	0,02301	
0,2400	-0,9730	159,12	150,12	0,02310	
0,2600	-0,9730	159,12	150,11	0,02313	
0,2800	-0,9730	159,18	150,11	0,02298	
0,3000	-0,9730	159,23	150,11	0,02286	
0,3200	-0,9730	159,18	150,12	0,02280	
0,3400	-0,9730	159,20	150,12	0,02281	
0,3600	-0,9730	159,24	150,11	0,02288	
0,3800	-0,9730	159,20	150,11	0,02296	
0,4000	-0,9730	159,22	150,12	0,02305	
0,4200	-0,9730	159,21	150,12	0,02311	
0,4400	-0,9730	159,17	150,12	0,02306	
0,4600	-0,9730	159,18	150,11	0,02295	
0,4800	-0,9730	159,23	150,11	0,02285	
0,5000	-0,9730	159,25	150,11	0,02281	
0,5200	-0,9730	159,29	150,12	0,02284	
0,5400	-0,9730	159,32	150,12	0,02300	
0,5600	-0,9730	159,77	150,12	0,02308	
0,5800	-0,9730	160,48	150,11	0,02310	
0,6000	-0,9730	160,32	150,11	0,02300	
0,6200	-0,9730	159,66	150,12	0,02295	
0,6400	-0,9730	159,33	150,12	0,02289	
0,6600	-0,9730	159,24	150,11	0,02280	
0,6800	-0,9730	159,27	150,11	0,02284	
0,7000	-0,9730	159,29	150,11	0,02295	
0,7200	-0,9730	159,32	150,12	0,02306	
0,7400	-0,9730	159,38	150,12	0,02311	
0,7600	-0,9730	159,38	150,12	0,02310	
0,7800	-0,9730	159,32	150,11	0,02302	
0,8000	-0,9730	159,28	150,11	0,02288	
0,8200	-0,9730	159,27	150,12	0,02286	
0,8400	-0,9730	159,28	150,12	0,02293	
0,8600	-0,9730	159,24	150,11	0,02298	
0,8800	-0,9730	159,26	150,11	0,02302	
0,9000	-0,9730	159,25	150,11	0,02309	
0,9200	-0,9730	159,23	150,11	0,02314	
0,9400	-0,9730	159,19	150,11	0,02308	
0,9600	-0,9730	159,14	150,12	0,02294	
0,9800	-0,9730	159,13	150,12	0,02283	
1,000	-0,9730	159,15	150,11	0,02285	
1,020	-0,9730	159,16	150,11	0,02290	
1,040	-0,9730	159,18	150,11	0,02297	
1,060	-0,9730	159,17	150,12	0,02308	
1,080	-0,9730	159,20	150,12	0,02310	
1,100	-0,9730	159,18	150,11	0,02307	
1,120	-0,9730	159,12	150,11	0,02294	
1,140	-0,9730	159,07	150,11	0,02278	
1,160	-0,9730	159,11	150,12	0,02273	
1,180	-0,9730	159,19	150,12	0,02283	
1,200	-0,9730	159,25	150,11	0,02300	
1,220	-0,9730	159,28	150,11	0,02307	
1,240	-0,9730	159,29	150,12	0,02313	
1,260	-0,9730	159,26	150,12	0,02309	
1,280	-0,9730	159,22	150,12	0,02297	
1,300	-0,9730	159,22	150,11	0,02294	
1,320	-0,9730	159,23	150,11	0,02289	
1,340	-0,9730	159,18	150,12	0,02288	
1,360	-0,9730	159,09	150,12	0,02290	
1,380	-0,9730	159,11	150,12	0,02302	
1,400	-0,9730	159,18	150,11	0,02312	
1,420	-0,9730	159,23	150,11	0,02315	
1,440	-0,9730	159,24	150,12	0,02308	
1,460	-0,9730	159,23	150,12	0,02293	
1,480	-0,9730	159,18	150,12	0,02288	
1,500	-0,9730	159,19	150,11	0,02293	
1,520	-0,9730	159,19	150,11	0,02297	
1,540	-0,9730	159,14	150,12	0,02296	
1,560	-0,9730	159,12	150,12	0,02302	
1,580	-0,9730	159,11	150,12	0,02313	
1,600	-0,9730	159,09	150,11	0,02311	
1,620	-0,9730	159,08	150,11	0,02298	
1,640	-0,9730	159,10	150,12	0,02286	
1,660	-0,9730	159,14	150,12	0,02279	
1,680	-0,9730	159,18	150,12	0,02282	
1,700	-0,9730	159,18	150,12	0,02295	
1,720	-0,9730	159,16	150,11	0,02310	
1,740	-0,9730	159,16	150,12	0,02315	
1,760	-0,9730	159,16	150,12	0,02311	
1,780	-0,9730	159,14	150,12	0,02301	
1,800	-0,9730	159,17	150,11	0,02291	
1,820	-0,9730	159,19	150,12	0,02288	
1,840	-0,9730	159,19	150,12	0,02292	
1,860	-0,9730	159,16	150,12	0,02304	
1,880	-0,9730	159,13	150,12	0,02318	
1,900	-0,9730	159,12	150,11	0,02319	
1,920	-0,9730	159,15	150,12	0,02310	
1,940	-0,9730	159,17	150,12	0,02297	
1,960	-0,9730	159,20	150,12	0,02289	
1,980	-0,9730	159,26	150,11	0,02281	
2,000	-0,9730	159,30	150,11	0,02281	
2,020	-0,9730	159,27	150,12	0,02287	
2,040	-0,9730	159,24	150,12	0,02299	
2,060	-0,9730	159,26	150,12	0,02308	
