Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,5165	154,18	150,28	-0,01334	
0,02000	-0,5165	154,25	150,28	-0,01326	
0,04000	-0,5165	154,26	150,28	-0,01321	
0,06000	-0,5165	154,21	150,28	-0,01323	
0,08000	-0,5165	154,22	150,28	-0,01337	
0,1000	-0,5165	154,26	150,28	-0,01353	
0,1200	-0,5165	154,34	150,28	-0,01350	
0,1400	-0,5165	154,42	150,28	-0,01344	
0,1600	-0,5165	154,41	150,28	-0,01339	
0,1800	-0,5165	154,39	150,28	-0,01328	
0,2000	-0,5165	154,38	150,28	-0,01318	
0,2200	-0,5165	154,42	150,28	-0,01327	
0,2400	-0,5165	154,45	150,28	-0,01342	
0,2600	-0,5165	154,39	150,28	-0,01346	
0,2800	-0,5165	154,35	150,28	-0,01347	
0,3000	-0,5165	154,37	150,28	-0,01340	
0,3200	-0,5165	154,38	150,28	-0,01330	
0,3400	-0,5165	154,36	150,28	-0,01320	
0,3600	-0,5165	154,41	150,28	-0,01316	
0,3800	-0,5165	154,45	150,28	-0,01325	
0,4000	-0,5165	154,40	150,28	-0,01334	
0,4200	-0,5165	154,34	150,28	-0,01339	
0,4400	-0,5165	154,31	150,28	-0,01342	
0,4600	-0,5165	154,33	150,28	-0,01337	
0,4800	-0,5165	154,33	150,28	-0,01333	
0,5000	-0,5165	154,37	150,28	-0,01328	
0,5200	-0,5168	154,40	150,28	-0,01322	
0,5400	-0,5171	154,39	150,28	-0,01324	
0,5600	-0,5172	154,34	150,28	-0,01333	
0,5800	-0,5172	154,30	150,28	-0,01346	
0,6000	-0,5172	154,34	150,28	-0,01348	
0,6200	-0,5172	154,40	150,28	-0,01332	
0,6400	-0,5172	154,38	150,28	-0,01326	
0,6600	-0,5172	154,39	150,28	-0,01326	
0,6800	-0,5172	154,35	150,28	-0,01318	
0,7000	-0,5172	154,29	150,28	-0,01317	
0,7200	-0,5172	154,29	150,28	-0,01324	
0,7400	-0,5172	154,35	150,28	-0,01334	
0,7600	-0,5172	154,38	150,28	-0,01347	
0,7800	-0,5172	154,32	150,28	-0,01350	
0,8000	-0,5171	154,29	150,28	-0,01337	
0,8200	-0,5172	154,27	150,28	-0,01323	
0,8400	-0,5172	154,29	150,28	-0,01311	
0,8600	-0,5172	154,28	150,28	-0,01309	
0,8800	-0,5171	154,25	150,28	-0,01325	
0,9000	-0,5169	154,30	150,28	-0,01338	
0,9200	-0,5166	154,30	150,28	-0,01343	
0,9400	-0,5165	154,30	150,28	-0,01338	
0,9600	-0,5165	154,31	150,28	-0,01331	
0,9800	-0,5165	154,30	150,28	-0,01328	
1,000	-0,5165	154,25	150,28	-0,01327	
1,020	-0,5165	154,22	150,28	-0,01328	
1,040	-0,5165	154,25	150,28	-0,01333	
1,060	-0,5165	154,25	150,28	-0,01342	
1,080	-0,5165	154,25	150,28	-0,01346	
1,100	-0,5165	154,34	150,28	-0,01344	
1,120	-0,5165	154,39	150,28	-0,01337	
1,140	-0,5165	154,35	150,28	-0,01326	
1,160	-0,5165	154,36	150,28	-0,01319	
1,180	-0,5165	154,30	150,28	-0,01324	
1,200	-0,5165	154,27	150,28	-0,01336	
1,220	-0,5165	154,24	150,28	-0,01343	
1,240	-0,5165	154,24	150,28	-0,01345	
1,260	-0,5165	154,30	150,28	-0,01349	
1,280	-0,5165	154,35	150,28	-0,01345	
1,300	-0,5165	154,34	150,28	-0,01336	
1,320	-0,5165	154,30	150,28	-0,01329	
1,340	-0,5165	154,23	150,28	-0,01327	
1,360	-0,5165	154,25	150,28	-0,01332	
1,380	-0,5165	154,31	150,28	-0,01339	
1,400	-0,5165	154,32	150,28	-0,01342	
1,420	-0,5165	154,31	150,28	-0,01341	
1,440	-0,5165	154,38	150,28	-0,01331	
1,460	-0,5165	154,38	150,28	-0,01326	
1,480	-0,5165	154,28	150,28	-0,01323	
1,500	-0,5165	154,31	150,28	-0,01319	
1,520	-0,5165	154,35	150,28	-0,01326	
1,540	-0,5165	154,37	150,28	-0,01344	
1,560	-0,5165	154,37	150,28	-0,01355	
1,580	-0,5165	154,37	150,28	-0,01350	
1,600	-0,5165	154,40	150,28	-0,01338	
1,620	-0,5165	154,44	150,28	-0,01328	
1,640	-0,5165	154,47	150,28	-0,01318	
1,660	-0,5165	154,39	150,28	-0,01315	
1,680	-0,5165	154,36	150,28	-0,01322	
1,700	-0,5165	154,34	150,28	-0,01333	
1,720	-0,5165	154,38	150,28	-0,01343	
1,740	-0,5165	154,44	150,28	-0,01344	
1,760	-0,5165	154,42	150,28	-0,01334	
1,780	-0,5165	154,30	150,28	-0,01324	
1,800	-0,5165	154,31	150,28	-0,01319	
1,820	-0,5165	154,40	150,28	-0,01320	
1,840	-0,5165	154,42	150,28	-0,01326	
1,860	-0,5165	154,41	150,28	-0,01339	
1,880	-0,5165	154,40	150,28	-0,01346	
1,900	-0,5165	154,42	150,28	-0,01345	
1,920	-0,5165	154,42	150,28	-0,01338	
1,940	-0,5165	154,41	150,28	-0,01333	
1,960	-0,5165	154,36	150,28	-0,01324	
1,980	-0,5165	154,35	150,28	-0,01316	
2,000	-0,5165	154,37	150,28	-0,01324	
2,020	-0,5165	154,35	150,28	-0,01340	
2,040	-0,5165	154,34	150,28	-0,01346	
2,060	-0,5165	154,30	150,28	-0,01345	
2,080	-0,5166	154,27	150,28	-0,01345	
2,100	-0,5166	154,29	150,28	-0,01340	
2,120	-0,5166	154,32	150,28	-0,01328	
2,140	-0,5165	154,36	150,28	-0,01315	
2,160	-0,5165	154,34	150,28	-0,01317	
2,180	-0,5165	154,31	150,28	-0,01329	
2,200	-0,5165	154,35	150,28	-0,01340	
2,220	-0,5165	154,35	150,28	-0,01350	
