Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,1571	168,74	150,03	-0,02561	
0,02000	-0,1571	168,73	150,03	-0,02572	
0,04000	-0,1571	168,75	150,03	-0,02577	
0,06000	-0,1571	168,80	150,03	-0,02584	
0,08000	-0,1571	168,90	150,03	-0,02578	
0,1000	-0,1571	168,92	150,03	-0,02568	
0,1200	-0,1571	168,89	150,03	-0,02567	
0,1400	-0,1571	168,92	150,03	-0,02566	
0,1600	-0,1571	168,95	150,03	-0,02574	
0,1800	-0,1571	168,99	150,03	-0,02585	
0,2000	-0,1571	168,96	150,03	-0,02586	
0,2200	-0,1571	168,87	150,03	-0,02577	
0,2400	-0,1571	168,82	150,03	-0,02568	
0,2600	-0,1571	168,76	150,03	-0,02569	
0,2800	-0,1571	168,79	150,03	-0,02571	
0,3000	-0,1571	168,84	150,03	-0,02577	
0,3200	-0,1571	168,80	150,03	-0,02587	
0,3400	-0,1571	168,72	150,03	-0,02587	
0,3600	-0,1570	168,70	150,03	-0,02575	
0,3800	-0,1570	168,73	150,03	-0,02570	
0,4000	-0,1570	168,77	150,03	-0,02564	
0,4200	-0,1570	168,77	150,03	-0,02562	
0,4400	-0,1571	168,79	150,03	-0,02574	
0,4600	-0,1571	168,86	150,03	-0,02590	
0,4800	-0,1571	168,90	150,03	-0,02594	
0,5000	-0,1571	168,92	150,03	-0,02589	
0,5200	-0,1571	168,87	150,03	-0,02577	
0,5400	-0,1571	168,81	150,03	-0,02564	
0,5600	-0,1571	168,83	150,03	-0,02562	
0,5800	-0,1571	168,89	150,03	-0,02570	
0,6000	-0,1571	168,90	150,03	-0,02581	
0,6200	-0,1570	168,82	150,03	-0,02589	
0,6400	-0,1570	168,82	150,03	-0,02585	
0,6600	-0,1571	168,86	150,03	-0,02580	
0,6800	-0,1570	168,86	150,03	-0,02570	
0,7000	-0,1571	168,82	150,03	-0,02569	
0,7200	-0,1571	168,77	150,03	-0,02571	
0,7400	-0,1571	168,74	150,03	-0,02575	
0,7600	-0,1571	168,77	150,03	-0,02584	
0,7800	-0,1570	168,82	150,03	-0,02589	
0,8000	-0,1571	168,82	150,03	-0,02576	
0,8200	-0,1571	168,83	150,03	-0,02564	
0,8400	-0,1571	168,84	150,03	-0,02560	
0,8600	-0,1571	168,85	150,03	-0,02568	
0,8800	-0,1571	168,84	150,03	-0,02583	
0,9000	-0,1571	168,83	150,03	-0,02594	
0,9200	-0,1571	168,77	150,03	-0,02592	
0,9400	-0,1571	168,72	150,03	-0,02583	
0,9600	-0,1571	168,72	150,03	-0,02574	
0,9800	-0,1571	168,80	150,03	-0,02565	
1,000	-0,1571	168,79	150,03	-0,02565	
1,020	-0,1571	168,78	150,03	-0,02576	
1,040	-0,1571	168,85	150,03	-0,02585	
1,060	-0,1571	168,92	150,03	-0,02583	
1,080	-0,1571	168,95	150,03	-0,02577	
1,100	-0,1571	168,89	150,03	-0,02569	
1,120	-0,1571	168,87	150,03	-0,02562	
1,140	-0,1571	168,89	150,03	-0,02568	
1,160	-0,1571	168,87	150,03	-0,02580	
1,180	-0,1571	168,85	150,03	-0,02588	
1,200	-0,1571	168,89	150,03	-0,02588	
1,220	-0,1571	168,92	150,03	-0,02584	
1,240	-0,1571	168,95	150,03	-0,02572	
1,260	-0,1571	168,98	150,03	-0,02557	
1,280	-0,1571	168,96	150,03	-0,02555	
1,300	-0,1571	168,85	150,03	-0,02570	
1,320	-0,1571	168,84	150,03	-0,02586	
1,340	-0,1571	168,94	150,03	-0,02589	
1,360	-0,1571	168,96	150,03	-0,02584	
