Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,4695	155,71	150,05	0,01995	
0,02000	-0,4695	155,73	150,05	0,02001	
0,04000	-0,4695	155,76	150,05	0,02012	
0,06000	-0,4695	155,76	150,05	0,02017	
0,08000	-0,4695	155,71	150,05	0,02006	
0,1000	-0,4695	155,74	150,05	0,01985	
0,1200	-0,4695	155,77	150,05	0,01978	
0,1400	-0,4695	155,29	150,05	0,01987	
0,1600	-0,4695	153,82	150,05	0,02003	
0,1800	-0,4695	152,71	150,05	0,02017	
0,2000	-0,4695	152,42	150,05	0,02018	
0,2200	-0,4695	152,92	150,05	0,02017	
0,2400	-0,4695	154,42	150,05	0,02008	
0,2600	-0,4695	155,52	150,05	0,01998	
0,2800	-0,4695	155,84	150,05	0,01996	
0,3000	-0,4695	155,84	150,05	0,01997	
0,3200	-0,4694	155,81	150,05	0,02006	
0,3400	-0,4694	155,82	150,05	0,02013	
0,3600	-0,4695	155,87	150,05	0,02012	
0,3800	-0,4695	155,91	150,05	0,02003	
0,4000	-0,4695	155,88	150,05	0,01991	
0,4200	-0,4695	155,79	150,05	0,01993	
0,4400	-0,4695	155,69	150,05	0,02004	
0,4600	-0,4695	155,71	150,05	0,02014	
0,4800	-0,4695	155,76	150,05	0,02020	
0,5000	-0,4695	155,74	150,05	0,02015	
0,5200	-0,4694	155,75	150,05	0,02005	
0,5400	-0,4695	155,78	150,05	0,01994	
0,5600	-0,4695	155,78	150,05	0,01995	
0,5800	-0,4695	155,77	150,05	0,02003	
0,6000	-0,4694	155,80	150,05	0,02009	
0,6200	-0,4695	155,77	150,04	0,02021	
0,6400	-0,4695	155,79	150,05	0,02021	
0,6600	-0,4694	155,80	150,05	0,02016	
0,6800	-0,4694	155,75	150,05	0,02006	
0,7000	-0,4694	155,70	150,05	0,01996	
0,7200	-0,4695	155,68	150,05	0,02000	
0,7400	-0,4695	155,75	150,05	0,02004	
0,7600	-0,4695	155,82	150,05	0,02013	
0,7800	-0,4694	155,83	150,05	0,02021	
0,8000	-0,4694	155,83	150,05	0,02020	
0,8200	-0,4694	155,86	150,05	0,02011	
0,8400	-0,4694	155,94	150,05	0,02003	
0,8600	-0,4694	155,93	150,04	0,02004	
