Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	0,1847	156,53	150,09	-0,03072	
0,02000	0,1847	156,61	150,09	-0,03061	
0,04000	0,1847	156,58	150,09	-0,03050	
0,06000	0,1847	156,52	150,09	-0,03042	
0,08000	0,1847	156,48	150,09	-0,03045	
0,1000	0,1847	156,45	150,09	-0,03054	
0,1200	0,1847	156,45	150,09	-0,03064	
0,1400	0,1847	156,47	150,09	-0,03072	
0,1600	0,1847	156,57	150,09	-0,03068	
0,1800	0,1847	156,63	150,09	-0,03053	
0,2000	0,1846	156,60	150,09	-0,03043	
0,2200	0,1843	156,53	150,09	-0,03048	
0,2400	0,1841	156,53	150,09	-0,03056	
0,2600	0,1840	156,60	150,09	-0,03062	
0,2800	0,1840	156,56	150,09	-0,03064	
0,3000	0,1840	156,56	150,09	-0,03063	
0,3200	0,1840	156,54	150,09	-0,03057	
0,3400	0,1841	156,49	150,09	-0,03054	
0,3600	0,1841	156,45	150,09	-0,03050	
0,3800	0,1841	156,48	150,09	-0,03052	
0,4000	0,1841	156,43	150,09	-0,03060	
0,4200	0,1841	156,36	150,09	-0,03064	
0,4400	0,1841	156,39	150,09	-0,03062	
0,4600	0,1841	156,43	150,09	-0,03061	
0,4800	0,1841	156,41	150,09	-0,03055	
0,5000	0,1841	156,42	150,09	-0,03046	
0,5200	0,1841	156,51	150,09	-0,03040	
0,5400	0,1841	156,52	150,09	-0,03044	
0,5600	0,1841	156,48	150,10	-0,03054	
0,5800	0,1841	156,44	150,10	-0,03063	
0,6000	0,1841	156,45	150,09	-0,03068	
0,6200	0,1840	156,48	150,09	-0,03062	
0,6400	0,1840	156,49	150,09	-0,03049	
0,6600	0,1840	156,48	150,09	-0,03041	
0,6800	0,1840	156,42	150,09	-0,03040	
0,7000	0,1840	156,37	150,09	-0,03043	
0,7200	0,1840	156,32	150,09	-0,03047	
0,7400	0,1840	156,29	150,09	-0,03059	
0,7600	0,1840	156,36	150,09	-0,03061	
0,7800	0,1840	156,43	150,09	-0,03055	
0,8000	0,1840	156,45	150,09	-0,03048	
0,8200	0,1840	156,43	150,09	-0,03045	
0,8400	0,1841	156,41	150,09	-0,03047	
0,8600	0,1841	156,45	150,09	-0,03055	
0,8800	0,1841	156,47	150,09	-0,03057	
0,9000	0,1840	156,47	150,10	-0,03058	
0,9200	0,1840	156,50	150,10	-0,03059	
0,9400	0,1840	156,49	150,09	-0,03049	
0,9600	0,1840	156,45	150,09	-0,03045	
0,9800	0,1840	156,45	150,09	-0,03048	
1,000	0,1841	156,50	150,09	-0,03056	
1,020	0,1840	156,52	150,09	-0,03067	
1,040	0,1840	156,46	150,09	-0,03071	
1,060	0,1840	156,37	150,09	-0,03062	
1,080	0,1840	156,38	150,09	-0,03048	
1,100	0,1840	156,43	150,09	-0,03038	
1,120	0,1840	156,43	150,09	-0,03042	
1,140	0,1840	156,45	150,09	-0,03052	
1,160	0,1840	156,45	150,09	-0,03061	
1,180	0,1840	156,49	150,09	-0,03062	
1,200	0,1840	156,44	150,09	-0,03054	
1,220	0,1841	156,38	150,09	-0,03047	
1,240	0,1842	156,36	150,09	-0,03043	
1,260	0,1845	156,33	150,09	-0,03041	
1,280	0,1847	156,36	150,09	-0,03039	
1,300	0,1847	156,44	150,09	-0,03051	
1,320	0,1847	156,55	150,09	-0,03063	
1,340	0,1847	156,59	150,09	-0,03068	
1,360	0,1847	156,52	150,09	-0,03058	
1,380	0,1847	156,47	150,09	-0,03047	
1,400	0,1847	156,47	150,09	-0,03043	
1,420	0,1847	156,45	150,09	-0,03038	
1,440	0,1847	156,45	150,09	-0,03044	
1,460	0,1847	156,49	150,09	-0,03058	
1,480	0,1847	156,55	150,09	-0,03064	
1,500	0,1847	156,55	150,09	-0,03059	
1,520	0,1847	156,52	150,09	-0,03051	
1,540	0,1847	156,48	150,09	-0,03042	
1,560	0,1847	156,50	150,09	-0,03039	
1,580	0,1847	156,42	150,09	-0,03049	
1,600	0,1847	156,40	150,09	-0,03061	
1,620	0,1847	156,45	150,09	-0,03066	
1,640	0,1847	156,48	150,09	-0,03066	
