Zeit  1 - Standardmessrate [s]	ZwickWeg [mm]	ZwickKraft [N]	Pyrometer [°C]	Maytec [mm]
0	-0,9571	156,39	150,12	-0,00906	
0,02000	-0,9571	156,46	150,12	-0,00901	
0,04000	-0,9571	156,46	150,12	-0,00905	
0,06000	-0,9571	156,40	150,12	-0,00911	
0,08000	-0,9571	156,41	150,12	-0,00919	
0,1000	-0,9571	156,45	150,12	-0,00921	
0,1200	-0,9571	156,39	150,12	-0,00909	
0,1400	-0,9571	156,30	150,12	-0,00897	
0,1600	-0,9571	156,29	150,12	-0,00894	
0,1800	-0,9571	156,30	150,12	-0,00892	
0,2000	-0,9571	156,29	150,12	-0,00903	
0,2200	-0,9571	156,29	150,12	-0,00921	
0,2400	-0,9571	156,28	150,12	-0,00929	
0,2600	-0,9571	156,30	150,12	-0,00929	
0,2800	-0,9571	156,36	150,11	-0,00919	
0,3000	-0,9571	156,35	150,12	-0,00904	
0,3200	-0,9571	156,34	150,12	-0,00900	
0,3400	-0,9571	156,35	150,12	-0,00894	
0,3600	-0,9571	156,38	150,11	-0,00896	
0,3800	-0,9571	156,41	150,11	-0,00908	
0,4000	-0,9571	156,39	150,12	-0,00923	
0,4200	-0,9571	156,31	150,12	-0,00933	
0,4400	-0,9571	156,30	150,12	-0,00930	
0,4600	-0,9571	156,33	150,11	-0,00915	
0,4800	-0,9571	156,31	150,12	-0,00905	
0,5000	-0,9571	156,29	150,12	-0,00901	
0,5200	-0,9571	156,33	150,12	-0,00902	
0,5400	-0,9571	156,37	150,12	-0,00915	
0,5600	-0,9571	156,35	150,12	-0,00929	
0,5800	-0,9571	156,37	150,12	-0,00929	
0,6000	-0,9571	156,42	150,12	-0,00915	
0,6200	-0,9571	156,42	150,12	-0,00904	
0,6400	-0,9571	156,36	150,12	-0,00896	
0,6600	-0,9571	156,30	150,12	-0,00893	
0,6800	-0,9571	156,34	150,12	-0,00894	
0,7000	-0,9571	156,33	150,12	-0,00909	
0,7200	-0,9571	156,32	150,12	-0,00920	
0,7400	-0,9571	156,36	150,12	-0,00924	
0,7600	-0,9571	156,34	150,12	-0,00923	
0,7800	-0,9571	156,29	150,12	-0,00914	
0,8000	-0,9571	156,29	150,12	-0,00902	
0,8200	-0,9571	156,29	150,11	-0,00896	
0,8400	-0,9571	156,27	150,12	-0,00892	
0,8600	-0,9571	156,27	150,12	-0,00898	
0,8800	-0,9571	156,27	150,12	-0,00912	
0,9000	-0,9571	156,25	150,11	-0,00921	
0,9200	-0,9571	156,20	150,12	-0,00926	
0,9400	-0,9571	156,15	150,12	-0,00919	
0,9600	-0,9571	156,21	150,12	-0,00903	
0,9800	-0,9571	156,22	150,12	-0,00895	
1,000	-0,9571	156,21	150,11	-0,00895	
1,020	-0,9571	156,21	150,12	-0,00894	
1,040	-0,9571	156,22	150,12	-0,00904	
1,060	-0,9571	156,23	150,12	-0,00925	
1,080	-0,9571	156,31	150,11	-0,00933	
1,100	-0,9571	156,30	150,11	-0,00925	
1,120	-0,9571	156,24	150,12	-0,00917	
1,140	-0,9571	156,17	150,12	-0,00911	
1,160	-0,9571	156,18	150,12	-0,00902	
1,180	-0,9571	156,26	150,12	-0,00894	
1,200	-0,9571	156,25	150,12	-0,00898	
1,220	-0,9571	156,18	150,12	-0,00908	
1,240	-0,9571	156,11	150,12	-0,00918	
1,260	-0,9571	156,09	150,12	-0,00924	
1,280	-0,9571	156,10	150,12	-0,00921	
1,300	-0,9571	156,15	150,12	-0,00911	
1,320	-0,9571	156,13	150,12	-0,00905	
1,340	-0,9571	156,10	150,12	-0,00899	
1,360	-0,9571	156,13	150,12	-0,00896	
1,380	-0,9571	156,14	150,12	-0,00905	
1,400	-0,9571	156,13	150,12	-0,00917	
1,420	-0,9571	156,15	150,12	-0,00922	
1,440	-0,9571	156,23	150,11	-0,00919	
1,460	-0,9571	156,28	150,12	-0,00910	
1,480	-0,9571	156,25	150,12	-0,00900	
1,500	-0,9571	156,20	150,12	-0,00900	
1,520	-0,9571	156,21	150,11	-0,00908	
1,540	-0,9571	156,23	150,12	-0,00916	
1,560	-0,9571	156,28	150,12	-0,00913	
1,580	-0,9571	156,29	150,12	-0,00915	
1,600	-0,9571	156,26	150,12	-0,00919	
1,620	-0,9571	156,23	150,12	-0,00915	
1,640	-0,9571	156,19	150,12	-0,00904	
1,660	-0,9571	156,17	150,12	-0,00897	
1,680	-0,9571	156,17	150,12	-0,00897	
1,700	-0,9571	156,24	150,12	-0,00903	
1,720	-0,9574	156,26	150,12	-0,00916	
1,740	-0,9576	156,23	150,12	-0,00927	
1,760	-0,9577	156,20	150,12	-0,00926	
1,780	-0,9578	156,15	150,12	-0,00921	
1,800	-0,9578	156,19	150,12	-0,00910	
1,820	-0,9578	156,19	150,12	-0,00901	
1,840	-0,9578	156,16	150,12	-0,00896	
1,860	-0,9578	156,14	150,12	-0,00895	
1,880	-0,9578	156,17	150,12	-0,00906	
1,900	-0,9578	156,16	150,12	-0,00920	
1,920	-0,9578	156,15	150,12	-0,00924	
1,940	-0,9578	156,12	150,12	-0,00920	
1,960	-0,9578	156,08	150,12	-0,00907	
1,980	-0,9578	156,06	150,13	-0,00890	
2,000	-0,9578	156,08	150,12	-0,00883	
2,020	-0,9578	156,14	150,12	-0,00889	
2,040	-0,9577	156,20	150,12	-0,00904	
2,060	-0,9578	156,26	150,12	-0,00921	
2,080	-0,9578	156,32	150,12	-0,00927	
