10 3 1 6  1747
385 757 2796 2796 2796 2796 2796 2796 2796 0.76 0.58 0.63 1.4 
195 133 567 378 189 77 49 147 127 139 13 13 9 5 0.31 0.72 1.18 0.74 
634 546 585 431 154 173 148 195 184 125 16 11 8 6 0.31 0.95 1.11 1.18 
498 455 621 455 166 85 157 30 125 207 12 13 6 5 0.45 1.03 1 0.75 
151 773 618 574 44 137 67 141 206 144 10 11 7 5 0.39 0.31 0.95 0.98 
394 305 418 321 97 87 209 70 124 78 11 14 8 5 0.3 0.87 0.22 1.37 
566 781 537 445 92 161 143 179 139 52 10 12 7 5 0.13 0.4 0.62 0.49 
648 477 597 398 199 105 141 67 115 173 11 9 10 5 0.57 0.41 0.42 1.24 
179 135 540 387 153 43 145 180 161 42 19 10 10 5 0.56 0.7 0.74 1.14 
84 666 591 523 68 84 197 177 69 169 18 11 11 6 0.56 0.42 0.69 0.28 
454 748 417 317 100 119 128 50 30 139 17 10 7 5 0.14 0.62 0.77 1.06 
